,Quality Class,Corners,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,2000,2200,2400,2600,2800,3000,3200,3400,3600,4000,4200,4400,4600,5000
1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,,,, For a Common Wall, , For No Wall Ownership, ,For Lack of Exterior,,,,,,,,,,,,,,,,,,,,
1321,,,Class,Deduct Per L.F.,Deduct Per L.F., Finish, Deduct Per L.F. ,,,,,,,,,,,,,,,,,,,,,
1322,,,1,948,1876,646,,,,,,,,,,,,,,,,,,,,,,
1323,,,2,700,1,378,384,,,,,,,,,,,,,,,,,,,,,
1324,,,3,504,1,5,183,,,,,,,,,,,,,,,,,,,,,
1325,,,4,444,848,133,,,,,,,,,,,,,,,,,,,,,,
1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1328,,,273.6,264.9,257.7,251.59,246.37,241.83,237.8,231.23,225.74,221.12,213.91,,,,,,,,,,,,,,,
1329,,,256.23,248.48,242.06,236.63,232.08,228.07,224.61,218.76,214.04,210.08,203.78,,,,,,,,,,,,,,,
1330,,,247.3,240.08,234.2,229.15,224.89,221.29,218.06,212.63,208.3,204.68,198.84,,,,,,,,,,,,,,,
1331,SemiLuxury-BestStd,,230.78,224.61,219.51,215.35,211.8,208.65,205.96,201.49,197.89,194.79,190,,,,,,,,,,,,,,,
1332,,,221.76,216.95,212.84,209.2,205.73,203.33,200.91,196.83,193.45,190.57,186.07,,,,,,,,,,,,,,,
1333,Best Std-GoodStd,,204.93,200.41,196.75,193.81,191.35,189.24,187.42,184.34,181.92,179.8,176.62,,,,,,,,,,,,,,,
1334,,,186.3,182.67,179.91,177.66,175.89,174.48,173.13,171.01,169.35,167.92,165.92,,,,,,,,,,,,,,,
1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1337,,,127.2,124.92,123.03,121.69,120.42,119.7,118.71,117.45,116.48,115.82,114.49,,,,,,,,,,,,,,,
1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1340,,,1.75,1.58,1.37,1.19,1.13,1.08,1.07,1.05,1.03,1.02,1.02,,,,,,,,,,,,,,,
1341,,,1.59,1.37,1.13,1.08,1.05,1.02,0.98,0.97,0.95,0.95,0.92,,,,,,,,,,,,,,,
1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1346,,,271.38,259.39,249.86,242.1,235.52,229.92,225.12,217.03,210.44,205.11,196.72,,,,,,,,,,,,,,,
1347,,,243.37,232.65,224.14,217.11,211.18,206.16,201.82,194.5,188.75,184.08,176.4,,,,,,,,,,,,,,,
1348,,,219.05,209.43,201.77,195.49,190.11,185.61,181.63,175.2,169.93,165.56,158.84,,,,,,,,,,,,,,,
1349,SemiLuxury-BestStd,,195.95,187.32,180.37,174.7,170.06,165.98,162.44,156.65,151.98,148.12,142.05,,,,,,,,,,,,,,,
1350,,,175.72,167.98,161.83,156.83,152.45,148.88,145.74,140.51,136.32,132.86,127.38,,,,,,,,,,,,,,,
1351,Best Std-GoodStd,,153.35,146.6,141.23,136.81,133.11,129.96,127.2,122.64,118.88,115.98,111.18,,,,,,,,,,,,,,,
1352,,,130.84,125.05,120.46,116.8,113.56,110.85,108.49,104.6,101.45,98.91,94.84,,,,,,,,,,,,,,,
1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,,,1.48,1.17,1.05,0.98,0.95,0.92,0.87,0.85,0.81,0.79,0.77,,,,,,,,,,,,,,,
1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1357,,,237.57,228.85,220.84,213.65,207.3,201.65,196.67,187.97,180.86,174.8,164.99,,,,,,,,,,,,,,,
1358,,,209.58,201.9,194.81,188.56,182.9,177.99,173.53,165.95,159.56,154.2,145.48,,,,,,,,,,,,,,,
1359,,,185.22,178.33,172.16,166.59,161.63,157.19,153.35,146.57,141.03,136.29,128.58,,,,,,,,,,,,,,,
1360,SemiLuxury-BestStd,,164.43,158.37,152.86,147.87,143.52,139.58,136.1,130.22,125.21,120.96,114.22,,,,,,,,,,,,,,,
1361,,,145,139.58,134.69,130.32,126.52,123.04,119.89,114.66,110.32,106.67,100.67,,,,,,,,,,,,,,,
1362,Best Std-GoodStd,,119.43,115.03,110.93,107.29,104.21,101.38,98.86,94.45,90.95,87.86,82.94,,,,,,,,,,,,,,,
1363,,,96.42,93.25,90.76,88.6,86.8,85.19,83.98,81.66,79.89,78.35,75.98,,,,,,,,,,,,,,,
1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,,,1.05,0.96,0.85,0.79,0.77,0.73,0.72,0.71,0.71,0.7,0.7,,,,,,,,,,,,,,,
1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1370,,,211.13,202.65,195.77,190.11,185.39,181.4,177.75,171.87,167.09,163.1,156.94,,,,,,,,,,,,,,,
1371,,,169.18,162.37,156.86,152.33,148.59,145.26,142.46,137.7,133.92,130.71,125.71,,,,,,,,,,,,,,,
1372,,,137.35,131.74,127.35,123.76,120.6,117.9,115.62,111.79,108.67,106.14,102.1,,,,,,,,,,,,,,,
1373,,,98.34,94.42,91.23,88.59,86.32,84.5,82.78,80.06,77.9,76.03,73.11,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1376,,,58.12,55.35,53.41,51.95,50.69,49.71,48.82,47.59,46.51,45.8,44.41,,,,,,,,,,,,,,,
1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1379,,,1.19,1.11,1.08,1.05,1.03,1.03,1.02,0.98,0.98,0.97,0.95,,,,,,,,,,,,,,,
1380,,,1.13,1.07,1.05,1.03,1.02,0.98,0.98,0.97,0.95,0.95,0.92,,,,,,,,,,,,,,,
1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1386,,,203.95,195.64,188.95,183.42,178.77,174.68,171.19,165.29,160.52,156.6,150.35,,,,,,,,,,,,,,,
1387,,,183.2,175.79,169.75,164.8,160.64,157,153.87,148.54,144.26,140.77,135.13,,,,,,,,,,,,,,,
1388,,,164,157.33,151.98,147.52,143.8,140.51,137.7,132.97,129.1,125.95,121,,,,,,,,,,,,,,,
1389,SemiLuxury-BestStd,,146.42,140.51,135.66,131.68,128.32,125.43,122.86,118.67,115.26,112.42,108,,,,,,,,,,,,,,,
1390,,,131.52,126.18,121.81,118.25,115.26,112.61,110.32,106.52,103.48,101,96.98,,,,,,,,,,,,,,,
1391,Best Std-GoodStd,,114.18,109.55,105.81,102.71,100.08,97.82,95.82,92.53,89.93,87.7,84.19,,,,,,,,,,,,,,,
1392,,,96.8,92.92,89.79,87.09,84.84,82.96,81.28,78.49,76.24,74.37,71.4,,,,,,,,,,,,,,,
1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,,,0.57,0.56,0.55,0.49,0.47,0.47,0.45,0.45,0.42,0.38,0.26,,,,,,,,,,,,,,,
1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1397,,,169.06,163.1,158.04,153.67,150.01,146.74,143.83,139.02,135.06,131.76,126.51,,,,,,,,,,,,,,,
1398,,,149.75,144.38,139.96,136.09,132.79,129.99,127.43,123.18,119.62,116.7,112.12,,,,,,,,,,,,,,,
1399,,,132.87,128.24,124.21,120.87,117.94,115.36,113.08,109.32,106.22,103.6,99.46,,,,,,,,,,,,,,,
1400,SemiLuxury-BestStd,,118.07,113.92,110.32,107.37,104.77,102.49,100.5,97.14,94.33,92.05,88.39,,,,,,,,,,,,,,,
1401,,,104.87,101.11,98,95.29,93.07,90.98,89.22,86.26,83.78,81.73,78.5,,,,,,,,,,,,,,,
1402,Best Std-GoodStd,,88.93,85.74,83.05,80.79,78.84,77.18,75.64,73.15,71.09,69.32,66.58,,,,,,,,,,,,,,,
1403,,,72.73,70.11,67.94,66.16,64.53,63.13,61.96,59.88,58.14,56.72,54.44,,,,,,,,,,,,,,,
1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,,,0.55,0.47,0.45,0.38,0.35,0.28,0.26,0.21,0.2,0.19,0.13,,,,,,,,,,,,,,,
1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1410,,,165.29,160.04,154.98,150.35,146.3,142.64,139.3,133.54,128.76,124.68,118.02,,,,,,,,,,,,,,,
1411,,,132.55,128.32,124.23,120.58,117.29,114.3,111.7,107.07,103.2,99.91,94.66,,,,,,,,,,,,,,,
1412,,,108.36,104.93,101.64,98.66,95.97,93.5,91.34,87.58,84.44,81.71,77.4,,,,,,,,,,,,,,,
1413,,,74.97,72.56,70.26,68.25,66.35,64.69,63.15,60.6,58.41,56.52,53.58,,,,,,,,,,,,,,,
1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1416,,,42.35,40.68,39.36,38.27,37.26,36.5,35.85,34.66,33.75,32.97,31.72,,,,,,,,,,,,,,,
1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,,,20,0,25,0,30,0,35,0,40,0,45,0,50,0,60,0,70,0,80,0,100,0,,,,
1419,,,0.95,0.86,0.85,0.84,0.82,0.78,0.77,0.72,0.7,0.7,0.69,,,,,,,,,,,,,,,
1420,,,0.86,0.85,0.82,0.78,0.77,0.72,0.72,0.7,0.69,0.68,0.66,,,,,,,,,,,,,,,
1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,,,1,0,1,500,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,,,,
1425,,,376.98,345.98,328.13,316.26,307.65,295.71,287.76,275.5,268.39,260.04,255.18,,,,,,,,,,,,,,,
1426,,,347.82,319.16,302.77,291.71,283.77,272.79,265.46,254.19,247.62,239.85,235.4,,,,,,,,,,,,,,,
1427,,,315.69,289.71,274.88,264.85,257.67,247.74,241.02,230.85,224.88,217.84,213.74,,,,,,,,,,,,,,,
1428,,,292.04,268.01,254.17,244.89,238.33,229.07,222.87,213.44,207.89,201.45,197.64,,,,,,,,,,,,,,,
1429,SemiLuxury-BestStd,,266.49,244.63,231.94,223.61,217.48,209.12,203.43,194.8,189.8,183.83,180.37,,,,,,,,,,,,,,,
1430,,,246.47,226.19,214.44,206.72,201.16,193.39,188.12,180.12,175.46,170.04,166.82,,,,,,,,,,,,,,,
1431,Best Std-GoodStd,,222.98,204.61,194.04,187.06,181.91,174.89,170.13,162.95,158.73,153.81,150.92,,,,,,,,,,,,,,,
1432,,,197.42,181.15,171.84,165.6,161.1,154.82,150.71,144.32,140.56,136.15,133.65,,,,,,,,,,,,,,,
1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,,,1,0,1,500,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,,,,
1435,,,341.66,315.49,300.22,289.94,282.41,271.94,264.87,253.99,247.51,239.97,235.5,,,,,,,,,,,,,,,
1436,,,321.15,296.57,282.2,272.49,265.46,255.55,248.99,238.7,232.64,225.58,221.28,,,,,,,,,,,,,,,
1437,,,293.37,270.89,257.84,248.99,242.49,233.48,227.39,218.09,212.5,205.99,202.24,,,,,,,,,,,,,,,
1438,,,273.24,252.36,240.14,231.87,225.86,217.45,211.84,203.04,197.96,191.92,188.27,,,,,,,,,,,,,,,
1439,SemiLuxury-BestStd,,248.64,229.73,218.5,211.03,205.53,197.94,192.75,184.91,180.12,174.66,171.39,,,,,,,,,,,,,,,
1440,,,227.98,210.58,198.12,193.45,188.45,181.47,176.65,169.45,165.11,160.16,157.15,,,,,,,,,,,,,,,
1441,Best Std-GoodStd,,204.11,188.51,179.36,173.15,168.67,162.4,158.3,151.69,147.91,143.41,140.64,,,,,,,,,,,,,,,
1442,,,181.86,167.92,159.78,154.28,150.29,144.63,140.92,135.13,131.67,127.65,125.28,,,,,,,,,,,,,,,
1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,,,1,0,1,500,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,,,,
1446,,,409.47,369.74,347.19,332.47,321.8,307.29,297.68,283.1,274.66,264.95,259.28,,,,,,,,,,,,,,,
1447,,,377.73,341.09,320.42,306.76,296.91,283.52,274.65,261.22,253.43,244.4,239.26,,,,,,,,,,,,,,,
1448,,,343.4,310.09,291.29,278.76,269.86,257.8,249.65,237.52,230.45,222.27,217.45,,,,,,,,,,,,,,,
1449,,,317.46,286.62,269.21,257.76,249.53,238.2,230.77,219.47,212.94,205.44,201.07,,,,,,,,,,,,,,,
1450,SemiLuxury-BestStd,,290.09,261.93,245.97,235.5,227.98,217.71,210.89,200.6,194.63,187.69,183.68,,,,,,,,,,,,,,,
1451,,,267.99,242.18,227.44,217.72,210.83,201.32,194.9,185.38,179.91,173.52,169.84,,,,,,,,,,,,,,,
1452,Best Std-GoodStd,,243.32,219.71,206.38,197.54,191.25,182.56,176.88,168.28,163.28,157.43,154.11,,,,,,,,,,,,,,,
1453,,,216.11,195.18,183.25,175.46,169.84,162.2,157.15,149.44,145.02,139.86,136.89,,,,,,,,,,,,,,,
1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,,,1,0,1,500,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,,,,
1456,,,378.22,342.33,322.13,308.83,299.24,286.21,277.64,264.49,256.93,248.24,243.1,,,,,,,,,,,,,,,
1457,,,348.53,315.56,296.87,284.63,275.82,263.77,255.78,243.72,236.81,228.78,224.07,,,,,,,,,,,,,,,
1458,,,319.42,289.15,271.99,260.81,252.69,241.67,234.35,223.38,216.96,209.56,205.42,,,,,,,,,,,,,,,
1459,,,296.99,268.73,253.02,242.49,234.98,224.72,217.93,207.63,201.7,194.88,190.85,,,,,,,,,,,,,,,
1460,SemiLuxury-BestStd,,270.09,244.42,230.03,220.51,213.66,204.26,198.14,188.8,183.43,177.21,173.64,,,,,,,,,,,,,,,
1461,,,246.69,223.33,210.13,201.47,195.25,186.73,181.11,172.58,167.62,161.96,158.6,,,,,,,,,,,,,,,
1462,Best Std-GoodStd,,224.14,202.99,190.93,182.97,177.32,169.58,164.44,156.72,152.28,147.07,144.09,,,,,,,,,,,,,,,
1463,,,198.38,179.59,165.97,162.04,156.94,150.12,145.57,138.69,134.84,130.2,127.46,,,,,,,,,,,,,,,
1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,,,1,0,1,500,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,,,,
1467,,,447.39,399.16,371.96,354.15,341.27,323.89,312.34,294.91,284.96,273.3,266.64,,,,,,,,,,,,,,,
1468,,,411.63,367.16,342.22,325.74,313.99,298.02,287.35,271.31,262.1,251.43,245.28,,,,,,,,,,,,,,,
1469,,,375.2,334.69,311.88,296.94,286.21,271.63,261.93,247.3,238.93,229.17,223.54,,,,,,,,,,,,,,,
1470,,,345.82,308.46,287.49,273.7,263.8,250.31,241.43,227.98,220.24,211.21,206.04,,,,,,,,,,,,,,,
1471,SemiLuxury-BestStd,,316.54,282.42,263.13,250.5,241.47,229.09,220.9,208.62,201.53,193.43,188.65,,,,,,,,,,,,,,,
1472,,,294.15,262.45,244.62,232.78,224.46,212.97,205.44,193.97,187.36,179.7,175.3,,,,,,,,,,,,,,,
1473,Best Std-GoodStd,,266.19,237.51,221.28,210.69,203.11,192.73,185.87,175.46,169.53,162.65,158.6,,,,,,,,,,,,,,,
1474,,,236.83,211.23,196.92,187.43,180.71,171.46,165.4,156.17,150.84,144.63,141.09,,,,,,,,,,,,,,,
1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,,,1,0,1,500,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,,,,
1477,,,410.82,366.89,342.25,326.04,314.52,298.68,288.23,272.59,263.48,253.08,246.96,,,,,,,,,,,,,,,
1478,,,378.97,338.41,315.72,300.7,290.04,275.5,265.78,251.35,243.08,233.39,227.81,,,,,,,,,,,,,,,
1479,,,347.28,310.11,289.32,275.58,265.84,252.5,243.67,230.45,222.76,213.97,208.74,,,,,,,,,,,,,,,
1480,,,324.06,289.47,269.99,257.23,248.11,235.73,227.39,215.07,207.87,199.61,189.13,,,,,,,,,,,,,,,
1481,SemiLuxury-BestStd,,296,264.4,246.58,234.97,226.59,215.2,207.64,196.38,189.87,182.35,177.93,,,,,,,,,,,,,,,
1482,,,273.25,244.13,227.69,216.96,209.2,198.68,191.74,181.34,175.28,168.3,164.3,,,,,,,,,,,,,,,
1483,Best Std-GoodStd,,247.87,221.42,206.52,196.81,189.8,180.21,173.9,164.43,159.01,152.7,148.98,,,,,,,,,,,,,,,
1484,,,221.16,197.46,184.14,175.46,169.26,160.72,155.18,146.71,141.86,136.2,132.94,,,,,,,,,,,,,,,
1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,,,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,30,0,40,0,,,,
1490,,,318.27,306.62,298.13,286.43,278.59,266.67,259.65,251.44,246.67,241.11,237.74,,,,,,,,,,,,,,,
1491,,,293.47,282.75,274.89,264.16,256.83,245.81,239.44,231.9,227.49,222.31,219.28,,,,,,,,,,,,,,,
1492,,,269.14,259.29,252.13,242.27,235.53,225.55,219.63,212.67,208.61,203.93,201.15,,,,,,,,,,,,,,,
1493,,,251.43,242.27,235.53,226.34,220.11,210.67,205.11,198.74,194.88,190.51,187.85,,,,,,,,,,,,,,,
1494,SemiLuxury-BestStd,,229.81,221.38,215.2,206.73,201.15,192.46,187.43,181.63,178.12,174.1,171.72,,,,,,,,,,,,,,,
1495,,,212.38,204.64,198.92,191.17,185.87,177.94,173.22,167.86,164.65,160.92,158.64,,,,,,,,,,,,,,,
1496,Best Std-GoodStd,,191.83,184.89,179.72,172.68,167.87,160.67,156.54,151.61,148.73,145.32,143.32,,,,,,,,,,,,,,,
1497,,,169.53,163.34,158.85,152.55,148.45,142.02,138.33,133.91,131.42,128.5,126.63,,,,,,,,,,,,,,,
1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,,,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,30,0,40,0,,,,
1500,,,297.26,286.71,279,268.43,261.39,250.51,244.14,236.69,232.34,227.12,224.07,,,,,,,,,,,,,,,
1501,,,274.19,264.5,257.5,247.67,241.15,231.05,225.22,218.38,214.27,209.47,206.66,,,,,,,,,,,,,,,
1502,,,252.23,243.35,236.87,227.95,221.85,212.62,207.27,200.9,197.16,192.73,190.14,,,,,,,,,,,,,,,
1503,,,235.97,226.17,221.62,213.23,207.51,198.92,193.8,187.87,184.46,180.31,177.89,,,,,,,,,,,,,,,
1504,SemiLuxury-BestStd,,215.07,207.44,201.84,194.23,189.08,181.24,176.59,171.22,168.06,164.32,162.83,,,,,,,,,,,,,,,
1505,,,197.54,190.56,185.53,178.43,173.7,166.49,162.23,157.32,154.36,150.96,148.9,,,,,,,,,,,,,,,
1506,Best Std-GoodStd,,177.87,171.54,166.96,160.64,156.34,149.89,146.04,141.66,138.98,135.86,134.01,,,,,,,,,,,,,,,
1507,,,156.71,151.17,147.14,141.6,137.86,132.06,128.74,124.83,122.52,119.72,118.16,,,,,,,,,,,,,,,
1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,,,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,30,0,40,0,,,,
1511,,,335.85,321.48,311.19,296.95,287.54,273.16,264.9,255.25,249.63,243.01,239.13,,,,,,,,,,,,,,,
1512,,,309.74,296.53,287,273.94,265.23,252.06,244.39,235.51,230.21,224.18,220.61,,,,,,,,,,,,,,,
1513,,,283.75,271.94,263.22,251.21,243.24,231.06,224.12,215.88,211.14,205.54,202.22,,,,,,,,,,,,,,,
1514,,,248.95,238.54,231.16,220.98,214.19,203.89,197.89,190.89,186.83,182.1,179.24,,,,,,,,,,,,,,,
1515,SemiLuxury-BestStd,,242.63,232.3,224.83,214.59,207.71,197.4,191.42,184.38,180.36,175.58,172.81,,,,,,,,,,,,,,,
1516,,,224.45,214.87,207.98,198.49,192.2,182.62,177.07,170.57,166.86,162.39,159.83,,,,,,,,,,,,,,,
1517,Best Std-GoodStd,,203.08,194.4,188.12,179.54,173.96,165.25,160.2,154.44,150.92,146.95,144.55,,,,,,,,,,,,,,,
1518,,,179.7,172.07,166.41,158.86,153.88,146.15,141.76,136.54,133.5,130.05,127.96,,,,,,,,,,,,,,,
1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,,,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,30,0,40,0,,,,
1521,,,312.41,299.54,290.11,277.37,268.79,255.87,248.37,239.61,234.45,228.47,224.89,,,,,,,,,,,,,,,
1522,,,287.97,275.95,267.45,255.6,247.76,235.85,228.92,220.87,216.15,210.62,207.39,,,,,,,,,,,,,,,
1523,,,265.2,254.21,246.28,235.41,228.18,217.2,210.86,203.35,199.06,193.93,191.05,,,,,,,,,,,,,,,
1524,,,248.95,238.54,231.16,220.98,214.19,203.89,197.89,190.89,186.83,182.1,179.24,,,,,,,,,,,,,,,
1525,SemiLuxury-BestStd,,226.6,217.2,210.44,201.23,194.99,185.59,180.12,173.74,170.1,165.74,163.22,,,,,,,,,,,,,,,
1526,,,208.31,199.82,193.68,185.11,179.42,170.78,165.79,159.93,156.58,152.53,150.26,,,,,,,,,,,,,,,
1527,Best Std-GoodStd,,188.31,180.54,174.89,167.14,161.99,154.22,149.67,144.39,141.36,137.7,135.59,,,,,,,,,,,,,,,
1528,,,166.41,159.54,154.63,147.79,143.21,136.3,132.27,127.63,124.91,121.78,119.87,,,,,,,,,,,,,,,
1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,,,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,30,0,40,0,,,,
1532,,,359.74,341.88,329.17,311.84,300.35,283.11,273.21,261.81,255.2,247.51,243.05,,,,,,,,,,,,,,,
1533,,,331.92,315.47,303.71,287.63,277.13,261.21,252.07,241.5,235.44,228.42,224.22,,,,,,,,,,,,,,,
1534,,,304.29,289.24,278.38,263.72,254.04,239.5,231.05,221.46,215.85,209.35,205.57,,,,,,,,,,,,,,,
1535,,,284.21,270.1,259.99,246.34,237.3,223.65,215.83,206.76,201.59,195.59,192.04,,,,,,,,,,,,,,,
1536,SemiLuxury-BestStd,,259.8,246.85,237.63,225.12,216.86,204.4,197.23,189.02,184.22,178.78,175.48,,,,,,,,,,,,,,,
1537,,,240.88,228.92,220.43,208.72,201.1,189.57,182.9,175.35,170.83,165.74,162.7,,,,,,,,,,,,,,,
1538,Best Std-GoodStd,,218.27,207.47,199.72,189.21,182.22,171.84,165.81,158.85,154.85,150.19,147.39,,,,,,,,,,,,,,,
1539,,,193.83,184.25,177.34,167.98,161.88,152.49,147.23,141.07,137.56,133.31,130.99,,,,,,,,,,,,,,,
1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,,,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,30,0,40,0,,,,
1542,,,330.3,314.15,302.79,287.61,277.86,263.7,255.78,246.86,241.81,236.15,232.92,,,,,,,,,,,,,,,
1543,,,302.21,287.38,276.96,263.23,254.26,241.35,234.06,225.89,221.29,216.11,213.14,,,,,,,,,,,,,,,
1544,,,280.02,266.34,256.71,243.87,235.66,223.61,216.9,209.35,205,200.27,197.44,,,,,,,,,,,,,,,
1545,,,263.65,250.74,241.69,229.57,221.82,210.5,204.17,197.09,193.06,188.56,185.9,,,,,,,,,,,,,,,
1546,SemiLuxury-BestStd,,239.96,228.18,219.9,208.97,201.93,191.58,185.88,179.4,175.7,171.63,169.28,,,,,,,,,,,,,,,
1547,,,221.98,211.13,203.41,193.28,186.79,177.19,171.92,165.92,162.57,158.72,156.57,,,,,,,,,,,,,,,
1548,Best Std-GoodStd,,218.63,207.82,200.39,190.37,183.86,174.52,169.31,163.36,160.06,156.25,154.08,,,,,,,,,,,,,,,
1549,,,178.14,169.41,163.35,155.19,149.9,142.25,138.02,133.19,130.5,127.38,125.63,,,,,,,,,,,,,,,
1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,,,1,0,1,500,2,0,3,0,4,0,5,0,7,500,10,0,15,0,20,0,40,0,,,,
1553,,,10.04,7.88,6.66,5.26,4.52,4.01,3.22,2.75,2.25,1.88,1.41,,,,,,,,,,,,,,,
1554,,,8.72,6.81,5.75,4.55,3.95,3.48,2.8,2.38,1.89,1.71,1.19,,,,,,,,,,,,,,,
1555,,,7.67,6.02,5.07,4.08,3.48,3.07,2.38,2.09,1.74,1.48,1.05,,,,,,,,,,,,,,,
1556,,,6.81,5.25,4.54,3.58,3.08,2.71,2.15,1.88,1.56,1.22,0.97,,,,,,,,,,,,,,,
1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,,,1,0,1,500,2,0,2,500,3,0,4,0,5,0,7,500,10,0,15,0,20,0,,,,
1562,,,242.2,229.01,221.5,216.42,212.76,207.73,204.38,199.25,196.31,192.77,190.72,,,,,,,,,,,,,,,
1563,,,223.5,211.3,204.35,199.72,196.32,191.7,188.56,183.89,181.09,177.88,175.89,,,,,,,,,,,,,,,
1564,,,202.42,191.36,185.02,180.87,177.77,173.6,170.8,166.49,163.99,161.12,159.37,,,,,,,,,,,,,,,
