,Quality Class,Corners,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,2000,2200,2400,2600,2800,3000,3200,3400,3600,4000,4200,4400,4600,5000
688,,,,76.61,75.08,73.8,72.82,71.93,70.49,68.96,67.13,65.09,63.82,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,,500,600,700,800,900,1,0,1,250,1,500,1,750,2,0,2,500,,,,,,,,,
692,,,149.1,143.14,138.53,134.8,131.76,129.12,124.07,120.32,117.47,115.14,111.54,,,,,,,,,,,,,,,
693,SemiLuxury-BestStd,,138.9,133.33,129.05,125.63,122.75,120.31,115.58,112.1,109.37,107.24,103.95,,,,,,,,,,,,,,,
694,,,130.95,125.88,121.77,118.49,115.82,113.57,109.06,105.79,103.28,101.19,98.03,,,,,,,,,,,,,,,
695,Best Std-GoodStd,,120.31,115.54,111.8,108.83,106.3,104.24,100.15,97.12,94.79,92.9,90.04,,,,,,,,,,,,,,,
696,,,109.65,105.22,101.85,99.14,96.89,94.96,91.28,88.52,86.38,84.65,82.06,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,,,3,0,3,500,4,0,4,500,5,0,6,0,7,500,10,0,15,0,20,0,,,,,
699,,,,133.83,131.68,129.22,126.39,125.03,122.5,119.64,116.12,112.02,109.55,,,,,,,,,,,,,,,
700,,,,123.06,120.27,117.99,116.12,114.57,112.06,109.27,106.05,102.3,99.99,,,,,,,,,,,,,,,
701,,,,110.05,107.57,105.57,103.93,102.5,100.21,97.74,94.92,91.47,89.49,,,,,,,,,,,,,,,
702,SemiLuxury-BestStd,,,102.71,100.41,98.57,97,95.65,93.5,91.16,88.53,85.42,83.48,,,,,,,,,,,,,,,
703,,,,96.62,94.45,92.68,91.28,89.98,87.99,85.74,83.31,80.34,78.52,,,,,,,,,,,,,,,
704,Best Std-GoodStd,,,88.67,86.62,85.08,83.74,82.59,80.75,78.7,76.44,73.75,72.13,,,,,,,,,,,,,,,
705,,,,81.18,79.35,77.85,76.64,75.59,73.89,72.04,69.98,67.44,65.99,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,500,600,700,800,900,1,0,1,250,1,500,1,750,2,0,2,500,,,,,,,,,
709,,,164.33,156.24,150.15,145.4,141.5,138.26,132.05,127.69,124.31,121.6,117.6,,,,,,,,,,,,,,,
710,SemiLuxury-BestStd,,153.53,145.95,140.32,135.81,132.16,129.09,123.42,119.25,116.08,113.67,109.86,,,,,,,,,,,,,,,
711,,,143.97,136.86,131.53,127.33,123.93,121.16,115.72,111.8,108.86,106.54,103.09,,,,,,,,,,,,,,,
712,Best Std-GoodStd,,131.68,125.23,120.32,116.51,113.44,110.81,105.94,102.31,99.6,97.41,94.23,,,,,,,,,,,,,,,
713,,,120.37,114.45,110.04,106.52,103.67,101.26,96.8,93.55,90.98,89.14,86.19,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,,,3,0,3,500,4,0,4,500,5,0,6,0,7,500,10,0,15,0,20,0,,,,,
716,,,,145.44,141.64,138.6,136.08,133.94,130.58,126.83,122.63,117.67,114.8,,,,,,,,,,,,,,,
717,,,,132.87,129.41,126.64,124.35,122.34,119.3,115.88,112.03,107.51,104.89,,,,,,,,,,,,,,,
718,,,,121.6,118.44,115.88,113.75,111.96,109.18,106.04,102.52,98.44,96,,,,,,,,,,,,,,,
719,SemiLuxury-BestStd,,,107.89,105.08,102.81,100.96,99.33,96.85,94.11,90.95,87.33,85.24,,,,,,,,,,,,,,,
720,,,,102.73,100.11,97.91,96.09,94.64,92.25,89.61,86.62,83.2,81.15,,,,,,,,,,,,,,,
721,Best Std-GoodStd,,,92.59,90.14,88.22,86.57,85.31,83.12,80.75,78.03,74.91,73.1,,,,,,,,,,,,,,,
722,,,,83.8,81.6,79.82,78.39,77.17,75.24,73.1,70.68,67.81,66.14,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,,,2,500,3,0,3,500,4,0,4,500,5,0,6,0,7,500,10,0,15,0,20,0,,,,
726,,,111.81,109.55,107.66,106.18,104.97,103.98,102.28,100.46,98.36,95.88,94.41,,,,,,,,,,,,,,,
727,,,101.58,99.39,97.76,96.44,95.35,94.41,92.86,91.17,89.34,87.07,85.72,,,,,,,,,,,,,,,
728,,,92.15,90.23,88.78,87.5,86.45,85.67,84.23,82.76,81.04,78.96,77.75,,,,,,,,,,,,,,,
729,SemiLuxury-BestStd,,85.44,83.68,82.29,81.17,80.23,79.43,78.18,76.72,75.1,73.25,72.14,,,,,,,,,,,,,,,
730,,,79.66,78,76.74,75.69,74.81,74.08,72.89,71.52,70.09,68.29,67.24,,,,,,,,,,,,,,,
731,Best Std-GoodStd,,75.06,73.44,72.23,71.23,70.46,69.78,68.69,67.39,66.04,64.31,63.27,,,,,,,,,,,,,,,
732,,,70.28,68.89,67.65,66.77,66.06,65.32,64.3,63.15,61.81,60.28,59.32,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,2,500,3,0,3,500,4,0,4,500,5,0,6,0,7,500,10,0,15,0,20,0,,,,
735,,,115.13,112.5,110.5,108.85,107.48,106.31,104.47,102.46,100.13,97.39,95.66,,,,,,,,,,,,,,,
736,,,104.46,102.07,100.22,98.75,97.56,96.57,94.8,93,90.87,88.39,86.9,,,,,,,,,,,,,,,
737,,,94.77,92.59,90.91,89.61,88.52,87.54,86.03,84.35,82.4,80.22,78.78,,,,,,,,,,,,,,,
738,SemiLuxury-BestStd,,87.99,86.01,84.49,83.23,82.17,81.36,79.89,78.36,76.57,74.43,73.16,,,,,,,,,,,,,,,
739,,,82.03,80.22,78.73,77.63,76.61,75.85,74.46,73.04,71.32,69.38,68.25,,,,,,,,,,,,,,,
740,Best Std-GoodStd,,77.17,75.45,74.1,73.02,72.05,71.29,70.09,68.73,67.13,65.28,64.22,,,,,,,,,,,,,,,
741,,,72.35,70.71,69.41,68.4,67.59,66.87,65.62,64.41,62.97,61.19,60,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,,2,500,3,0,3,500,4,0,4,500,5,0,6,0,7,500,10,0,15,0,20,0,,,,
744,,,120.03,116.93,114.57,112.67,111.12,109.72,107.55,105.14,102.47,99.23,97.37,,,,,,,,,,,,,,,
745,,,109.02,106.18,104.09,102.31,100.84,99.64,97.68,95.51,93.04,90.14,88.4,,,,,,,,,,,,,,,
746,,,98.86,96.37,94.4,92.84,91.55,90.45,88.63,86.62,84.43,81.71,80.25,,,,,,,,,,,,,,,
747,SemiLuxury-BestStd,,91.92,89.56,87.75,86.32,85.04,84,82.35,80.53,78.48,76.02,74.56,,,,,,,,,,,,,,,
748,,,85.57,83.42,81.71,80.38,79.27,78.26,76.74,75.03,73.09,70.76,69.39,,,,,,,,,,,,,,,
749,Best Std-GoodStd,,80.63,78.57,76.96,75.69,74.62,73.77,72.24,70.7,68.89,66.69,65.37,,,,,,,,,,,,,,,
750,,,75.37,73.43,71.97,70.76,69.79,68.92,67.59,66.09,64.33,62.38,61.13,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,,500,600,700,800,900,1,0,1,250,1,500,1,750,2,0,2,500,,,,,,,,,
753,,,2.23,2.02,1.89,1.74,1.65,1.63,1.44,1.31,1.2,1.16,1.03,,,,,,,,,,,,,,,
754,,,,3,0,3,500,4,0,4,500,5,0,6,0,7,500,10,0,15,0,20,0,,,,,
755,,,,0.87,0.85,0.84,0.77,0.72,0.69,0.67,0.61,0.6,0.57,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,500,1,0,2,0,2,500,3,0,4,0,5,0,7,500,10,0,12,500,15,0,,,,,
761,,,266.95,222.65,191.37,183.47,177.6,169.39,163.76,155,149.79,146.28,143.6,,,,,,,,,,,,,,,
762,,,247.1,206.14,177.23,169.83,164.39,156.74,151.57,143.5,138.61,135.37,132.95,,,,,,,,,,,,,,,
763,,,231.31,192.96,165.83,158.96,153.93,146.83,141.94,134.36,129.8,126.75,124.45,,,,,,,,,,,,,,,
764,SemiLuxury-BestStd,,219.02,182.72,157.11,150.59,145.79,139,134.41,127.22,122.95,120.03,117.85,,,,,,,,,,,,,,,
765,,,210.49,175.62,150.91,144.63,140.07,133.56,129.12,122.23,118.16,115.41,113.27,,,,,,,,,,,,,,,
766,Best Std-GoodStd,,198.38,165.49,142.35,136.34,131.96,125.82,121.65,115.2,111.35,108.68,106.74,,,,,,,,,,,,,,,
767,,,188.97,157.54,135.43,129.82,125.7,119.82,115.81,109.73,105.98,103.53,101.66,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,,500,1,0,2,0,3,0,5,0,7,500,10,0,15,0,20,0,25,0,35,0,,,,,
770,,,255.06,214.22,185.57,172.87,160.24,152.18,147.35,141.72,138.43,136.04,133.04,,,,,,,,,,,,,,,
771,,,235.69,198.05,171.4,159.76,147.94,140.63,136.21,130.98,127.85,125.73,122.86,,,,,,,,,,,,,,,
772,,,220.64,185.38,160.57,149.56,138.52,131.64,127.45,122.64,119.72,117.64,115.08,,,,,,,,,,,,,,,
773,SemiLuxury-BestStd,,208.83,175.46,151.92,141.56,131.15,124.48,120.66,115.97,113.21,111.42,108.89,,,,,,,,,,,,,,,
774,,,201.02,168.88,146.28,136.28,126.17,119.99,116.14,111.69,109.03,107.28,104.81,,,,,,,,,,,,,,,
775,Best Std-GoodStd,,190.46,160.04,138.57,129.05,119.56,113.7,110.09,105.79,103.32,101.65,99.36,,,,,,,,,,,,,,,
776,,,179.67,150.96,130.68,121.68,112.76,107.18,103.82,99.83,97.43,95.77,93.68,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,,500,1,0,2,0,2,500,3,0,4,0,5,0,7,500,10,0,12,500,,,,,,,
779,,,2.78,2.58,2.4,2.14,1.88,1.67,1.54,1.22,1.05,0.92,,,,,,,,,,,,,,,,
780,,,15,0,20,0,25,0,30,0,35,0,50,0,70,0,75,0,100,0,150,0,,,,,,
781,,,0.87,0.86,0.79,0.76,0.73,0.65,0.57,0.54,0.4,0.37,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,,,1,0,2,0,3,0,5,0,7,500,10,0,15,0,20,0,30,0,50,0,70,0,,,,
784,,,222.2,191.67,178.18,164.64,156.05,151.03,145.05,141.06,137.09,132.86,130.52,,,,,,,,,,,,,,,
785,,,204.65,176.45,164.01,151.59,143.74,139.08,133.46,130.19,126.22,122.34,120.16,,,,,,,,,,,,,,,
786,,,190.52,164.34,152.73,141.12,133.79,129.52,124.28,121.2,117.53,113.89,111.95,,,,,,,,,,,,,,,
787,SemiLuxury-BestStd,,180.47,155.66,144.64,133.71,126.78,122.64,117.72,114.84,111.41,107.88,105.98,,,,,,,,,,,,,,,
788,,,173.31,149.56,139.12,128.44,121.87,117.77,113.1,110.4,106.98,103.59,101.87,,,,,,,,,,,,,,,
789,Best Std-GoodStd,,164.64,142.05,131.98,121.97,115.69,111.94,107.37,104.73,101.65,98.4,96.65,,,,,,,,,,,,,,,
790,,,155.44,134.11,124.58,115.16,109.18,105.65,101.45,98.96,95.86,92.95,91.4,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,,2,0,3,0,5,0,10,0,15,0,20,0,30,0,50,0,75,0,100,0,150,0,,,,
793,,,202.19,186.94,171.67,156.28,149.49,145.43,140.66,135.85,132.85,131.04,128.95,,,,,,,,,,,,,,,
794,,,184.16,170.26,156.31,142.26,136.07,132.51,128.1,123.67,120.93,119.34,117.41,,,,,,,,,,,,,,,
795,,,171.37,158.4,145.41,132.43,126.7,123.27,119.19,115.08,112.51,110.97,109.14,,,,,,,,,,,,,,,
796,SemiLuxury-BestStd,,162.18,149.92,137.67,125.32,119.9,116.66,112.8,109,106.51,105.02,103.39,,,,,,,,,,,,,,,
797,,,155.79,144.11,132.25,120.44,115.16,112.04,108.37,104.71,102.39,100.99,99.33,,,,,,,,,,,,,,,
798,Best Std-GoodStd,,147.27,136.24,125.1,113.85,108.85,105.95,102.44,98.99,96.73,95.45,93.94,,,,,,,,,,,,,,,
799,,,139.42,128.96,118.34,107.79,103.04,100.31,96.98,93.68,91.59,90.38,88.81,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,,,500,1,0,2,0,2,500,3,0,4,0,5,0,7,500,10,0,12,500,15,0,,,,,
803,,,380.14,310.28,261.04,248.43,239.13,226.22,217.37,203.5,195.24,189.71,185.53,,,,,,,,,,,,,,,
804,,,340.46,278,233.85,222.6,214.24,202.66,194.65,182.37,174.98,169.97,166.21,,,,,,,,,,,,,,,
805,,,306,249.72,210.12,199.97,192.57,182.08,174.9,163.84,157.2,152.7,149.31,,,,,,,,,,,,,,,
806,SemiLuxury-BestStd,,289.51,229.46,192.97,183.73,176.82,167.23,160.67,150.39,144.4,140.21,137.21,,,,,,,,,,,,,,,
807,,,259.99,212.21,178.56,169.97,163.68,154.73,148.61,139.23,133.6,129.8,126.94,,,,,,,,,,,,,,,
808,Best Std-GoodStd,,241.09,196.82,165.51,157.58,151.68,143.5,137.78,129.05,123.86,120.32,117.64,,,,,,,,,,,,,,,
809,,,222.09,181.29,152.5,145.18,139.83,132.08,127.02,118.94,114.1,110.83,108.44,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,,,500,1,0,2,0,3,0,5,0,7,500,10,0,15,0,20,0,25,0,35,0,,,,,
812,,,418.2,338.56,281.91,256.62,231.24,215.18,205.57,194.22,187.43,182.72,176.71,,,,,,,,,,,,,,,
813,,,371.66,300.88,250.48,228.07,205.48,191.23,182.7,172.54,166.52,162.38,157.03,,,,,,,,,,,,,,,
814,,,330.49,267.63,222.78,202.83,182.69,170.02,162.43,153.51,148.1,144.45,139.61,,,,,,,,,,,,,,,
815,SemiLuxury-BestStd,,301.61,244.22,203.3,185.11,166.76,155.18,148.3,140.08,135.15,131.86,127.37,,,,,,,,,,,,,,,
816,,,287.03,232.4,193.49,176.14,158.73,147.76,141.15,133.29,128.69,125.46,121.23,,,,,,,,,,,,,,,
817,Best Std-GoodStd,,271.6,219.93,183.08,166.73,150.26,139.75,133.6,126.13,121.71,118.71,114.8,,,,,,,,,,,,,,,
818,,,247.78,200.66,167.04,152.1,137.02,127.53,121.88,115.08,111.08,108.33,104.73,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,,,2,0,3,0,5,0,10,0,15,0,25,0,35,0,50,0,75,0,100,0,150,0,,,,
822,,,10.8,8.77,6.81,4.76,3.99,3.06,2.62,2.27,1.94,1.84,1.72,,,,,,,,,,,,,,,
823,,,8.04,6.59,5.06,3.52,3.05,2.27,1.94,1.75,1.48,1.38,1.23,,,,,,,,,,,,,,,
824,,,6.17,5.04,3.89,2.77,2.29,1.83,1.56,1.31,1.13,1.1,1.03,,,,,,,,,,,,,,,
825,,,4.86,3.94,3.06,2.11,1.84,1.39,1.16,1.07,0.95,0.83,0.8,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,,,1,0,2,0,3,0,5,0,7,500,10,0,15,0,20,0,30,0,50,0,70,0,,,,
828,,,381.85,313.2,282.63,251.79,232.29,220.62,206.9,198.55,188.81,178.9,173.66,,,,,,,,,,,,,,,
829,,,340.4,279.28,252.03,224.55,207.13,196.73,184.38,177.07,168.28,159.53,154.81,,,,,,,,,,,,,,,
830,,,301.58,247.36,223.19,198.82,183.41,174.21,163.31,156.82,149.06,141.23,137.08,,,,,,,,,,,,,,,
831,SemiLuxury-BestStd,,273.59,224.51,202.6,180.52,166.5,158.16,148.29,142.36,135.23,128.24,124.45,,,,,,,,,,,,,,,
832,,,257.72,205.1,185.11,164.98,152.05,144.48,135.41,130.02,123.64,117.15,113.71,,,,,,,,,,,,,,,
833,Best Std-GoodStd,,230.65,189.26,170.68,152.15,140.3,133.33,124.97,120.01,114.02,108.06,104.97,,,,,,,,,,,,,,,
834,,,211.11,173.16,156.28,139.29,128.49,122,114.29,109.79,104.35,98.96,96.02,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,,2,0,3,0,5,0,10,0,15,0,20,0,30,0,50,0,75,0,100,0,150,0,,,,
837,,,350.09,312.43,274.8,237.32,220.73,210.95,199.34,187.69,180.38,175.99,170.91,,,,,,,,,,,,,,,
838,,,309.65,276.3,243.02,209.82,195.24,186.6,176.35,166.06,159.54,155.67,151.15,,,,,,,,,,,,,,,
839,,,273.82,244.32,214.97,185.61,172.72,165.04,155.89,146.87,141.08,137.73,133.68,,,,,,,,,,,,,,,
840,SemiLuxury-BestStd,,248.04,221.36,194.75,168.11,156.49,149.51,141.22,132.97,127.83,124.76,121.08,,,,,,,,,,,,,,,
841,,,227.09,202.63,178.21,153.9,143.23,136.8,129.27,121.71,116.94,114.13,110.83,,,,,,,,,,,,,,,
842,Best Std-GoodStd,,209.65,187.07,164.52,142.12,132.21,126.31,119.34,112.38,108.03,105.32,102.3,,,,,,,,,,,,,,,
843,,,191.31,170.67,150.15,129.66,120.66,115.27,108.85,102.55,98.6,96.13,93.4,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,,,3,500,5,0,7,500,10,0,12,500,15,0,20,0,30,0,40,0,50,0,75,0,,,,
849,,,120.31,118.33,116.37,115.25,114.45,113.84,113.07,112.06,111.48,111.12,110.5,,,,,,,,,,,,,,,
850,,,109,107.18,105.41,104.41,103.64,103.15,102.44,101.5,101,100.62,100.13,,,,,,,,,,,,,,,
851,,,99.33,97.74,96.1,95.19,94.55,94.08,93.42,92.59,92.12,91.82,91.27,,,,,,,,,,,,,,,
852,SemiLuxury-BestStd,,95.94,92.69,89.64,88.8,88.18,87.77,87.14,86.34,85.87,85.6,85.16,,,,,,,,,,,,,,,
853,,,87.64,86.25,84.79,83.98,83.41,82.94,82.37,81.7,81.29,80.98,80.51,,,,,,,,,,,,,,,
854,Best Std-GoodStd,,80.46,79.17,77.83,77.04,76.5,76.2,75.6,74.96,74.56,74.32,73.85,,,,,,,,,,,,,,,
855,,,73.13,71.89,70.72,70.07,69.5,69.22,68.7,68.13,67.76,67.56,67.11,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,4,500,5,0,7,500,10,0,15,0,20,0,30,0,40,0,50,0,75,0,100,0,,,,
858,,,119.73,119.06,116.77,115.53,114.06,113.24,112.18,111.69,111.3,110.7,110.4,,,,,,,,,,,,,,,
859,,,108.4,107.8,105.76,104.49,103.26,102.48,101.63,101.1,100.77,100.22,99.96,,,,,,,,,,,,,,,
860,,,98.89,98.35,96.47,95.43,94.14,93.48,92.68,92.2,91.92,91.44,91.16,,,,,,,,,,,,,,,
861,SemiLuxury-BestStd,,92.13,91.61,89.83,88.88,87.77,87.12,86.34,85.91,85.67,85.25,84.96,,,,,,,,,,,,,,,
862,,,87.12,86.57,84.95,84.06,82.9,82.34,81.66,81.28,80.96,80.53,80.34,,,,,,,,,,,,,,,
863,Best Std-GoodStd,,79.95,79.46,77.99,77.11,76.15,75.59,74.97,74.56,74.32,73.98,73.68,,,,,,,,,,,,,,,
864,,,72.5,72.08,70.72,69.98,69.12,68.59,67.97,67.65,67.36,67.06,66.87,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,,,10,0,15,0,20,0,30,0,40,0,50,0,75,0,100,0,150,0,200,0,250,0,,,,
867,,,117.26,115.54,114.51,113.33,112.64,112.12,111.33,111,110.49,110.16,109.92,,,,,,,,,,,,,,,
868,,,106.08,104.49,103.61,102.52,101.97,101.49,100.83,100.45,99.99,99.67,99.52,,,,,,,,,,,,,,,
869,,,96.35,94.92,94.01,93.1,92.48,92.11,91.52,91.11,90.71,90.48,90.32,,,,,,,,,,,,,,,
870,SemiLuxury-BestStd,,89.77,88.43,87.64,86.73,86.25,85.79,85.3,84.89,84.55,84.27,84.15,,,,,,,,,,,,,,,
871,,,84.42,83.13,82.37,81.49,81.03,80.63,80.15,79.81,79.51,79.27,79.09,,,,,,,,,,,,,,,
872,Best Std-GoodStd,,77.39,76.23,75.57,74.75,74.32,73.98,73.52,73.15,72.92,72.62,72.47,,,,,,,,,,,,,,,
873,,,70.17,69.18,68.59,67.84,67.39,67.1,66.69,66.4,66.1,65.91,65.78,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,,7,500,10,0,15,0,20,0,30,0,40,0,50,0,75,0,100,0,150,0,200,0,,,,
876,,,116.93,116.21,114.83,114.04,112.94,112.26,111.78,111.05,110.52,109.91,109.59,,,,,,,,,,,,,,,
877,,,109.37,108.68,107.42,103.26,102.3,101.66,101.21,100.51,100.13,99.53,99.21,,,,,,,,,,,,,,,
878,,,96,95.43,94.23,93.58,92.69,92.15,91.75,91.11,90.77,90.28,89.93,,,,,,,,,,,,,,,
879,SemiLuxury-BestStd,,89.55,88.92,87.84,87.23,86.44,85.87,85.56,84.9,84.59,84.12,83.82,,,,,,,,,,,,,,,
880,,,84.19,83.68,82.7,82.06,81.37,80.8,80.5,79.89,79.57,79.17,78.9,,,,,,,,,,,,,,,
881,Best Std-GoodStd,,77.17,76.72,75.85,75.28,74.56,74.09,73.83,73.25,73.02,72.55,72.35,,,,,,,,,,,,,,,
882,,,70.11,69.7,68.89,68.35,67.71,67.29,67.05,66.59,66.29,65.9,65.71,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,500,1,0,2,0,2,500,3,0,4,0,5,0,7,500,10,0,12,500,15,0,,,,,
886,,,187.99,162.41,144.31,139.7,136.29,131.53,128.26,123.21,120.21,118.19,116.61,,,,,,,,,,,,,,,
887,,,171.77,148.43,131.89,127.69,124.53,120.24,117.2,112.58,109.85,107.97,106.57,,,,,,,,,,,,,,,
888,,,157.64,136.21,121.07,117.2,114.27,110.31,107.58,103.35,100.81,99.06,97.76,,,,,,,,,,,,,,,
889,SemiLuxury-BestStd,,149.56,129.22,114.83,111.2,108.43,104.66,102.09,98.01,95.63,93.98,92.75,,,,,,,,,,,,,,,
890,,,143.33,123.85,110.05,106.52,103.98,100.29,97.86,93.95,91.63,90.07,88.88,,,,,,,,,,,,,,,
891,Best Std-GoodStd,,134.3,115.97,103.09,99.8,97.37,93.95,91.62,87.97,85.87,84.41,83.25,,,,,,,,,,,,,,,
892,,,125.22,108.11,96.08,93.04,90.85,87.56,85.46,82.06,80.02,78.64,77.65,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,,500,1,0,2,0,3,0,5,0,6,0,7,500,10,0,15,0,20,0,35,0,,,,,
895,,,181.24,157.25,140.18,132.55,124.9,122.59,120.1,117.18,113.73,111.69,108.43,,,,,,,,,,,,,,,
896,,,165.65,143.7,128.05,121.14,114.13,112.03,109.73,107.08,103.93,102.02,99.15,,,,,,,,,,,,,,,
897,,,152.13,131.94,117.6,111.21,104.81,102.86,100.77,98.35,95.48,93.72,90.95,,,,,,,,,,,,,,,
898,SemiLuxury-BestStd,,144.09,125.04,111.35,105.32,99.26,97.43,95.43,93.13,90.42,88.8,86.25,,,,,,,,,,,,,,,
899,,,137.92,119.64,106.6,100.84,94.99,93.23,91.31,89.12,86.53,84.95,82.51,,,,,,,,,,,,,,,
900,Best Std-GoodStd,,129.62,112.44,100.19,94.77,89.36,87.59,85.87,83.78,81.37,79.82,77.55,,,,,,,,,,,,,,,
901,,,121.28,105.2,93.78,88.72,83.5,82.02,80.31,78.36,76.09,74.71,72.55,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,500,1,0,2,0,2,500,3,0,4,0,5,0,7,500,10,0,12,500,,,,,,,
904,,,2.2,1.53,1.08,1,0.89,0.82,0.72,0.67,0.61,0.59,,,,,,,,,,,,,,,,
905,,,15,0,20,0,25,0,30,0,35,0,50,0,70,0,75,0,100,0,150,0,,,,,,
906,,,0.45,0.33,0.29,0.27,0.25,0.22,0.21,0.19,0.18,0.17,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,,1,0,2,0,3,0,5,0,7,500,10,0,15,0,20,0,30,0,50,0,70,0,,,,
909,,,159.6,142.32,134.6,126.88,122.1,119.22,115.72,113.69,111.24,108.85,107.51,,,,,,,,,,,,,,,
910,,,145.88,130.02,122.97,116,111.61,108.96,105.79,103.89,101.67,99.43,98.27,,,,,,,,,,,,,,,
911,,,133.9,119.31,112.9,106.42,102.39,99.95,97.05,95.35,93.32,91.3,90.15,,,,,,,,,,,,,,,
912,SemiLuxury-BestStd,,127.06,113.35,107.22,101.05,97.21,94.8,92.12,90.48,88.54,86.69,85.63,,,,,,,,,,,,,,,
913,,,126.28,112,102.86,97.01,93.23,91.06,88.41,86.91,84.99,83.2,82.15,,,,,,,,,,,,,,,
914,Best Std-GoodStd,,114.68,102.23,96.7,91.13,87.66,85.56,83.13,81.66,79.9,78.21,77.21,,,,,,,,,,,,,,,
915,,,107.22,95.51,90.35,85.16,81.88,79.95,77.71,76.32,74.66,73.07,72.17,,,,,,,,,,,,,,,
916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,,,2,0,3,0,5,0,10,0,15,0,20,0,30,0,50,0,75,0,100,0,150,0,,,,
918,,,147.03,138.46,129.99,121.45,117.66,115.43,112.79,110.14,108.4,107.43,106.22,,,,,,,,,,,,,,,
919,,,133.5,125.77,118.02,110.26,106.83,104.86,102.44,100.01,98.44,97.57,96.47,,,,,,,,,,,,,,,
920,,,122.55,115.42,108.35,101.21,98.1,96.23,94,91.76,90.45,89.57,88.54,,,,,,,,,,,,,,,
921,SemiLuxury-BestStd,,116.22,109.47,102.73,95.97,93.02,91.17,89.12,87.02,85.7,84.89,84,,,,,,,,,,,,,,,
922,,,111.45,104.93,98.57,92.05,89.22,87.49,85.47,83.43,82.15,81.44,80.53,,,,,,,,,,,,,,,
923,Best Std-GoodStd,,105.1,99,92.92,86.86,84.12,82.53,80.63,78.69,77.54,76.86,75.96,,,,,,,,,,,,,,,
924,,,98.58,92.86,87.12,81.44,78.9,77.39,75.61,73.85,72.73,72.04,71.21,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,,500,1,0,2,0,2,500,3,0,4,0,5,0,7,500,10,0,12,500,,,,,,,
927,,,2.14,1.52,1.05,0.96,0.9,0.83,0.74,0.68,0.61,0.57,,,,,,,,,,,,,,,,
928,,,15,0,20,0,25,0,30,0,35,0,50,0,70,0,75,0,100,0,150,0,,,,,,
