Zip/Postal Code,Material % adjustment,Labor % adjustment,Equipment % adjustment,TOTAL WEIGHTED AVG.
59043,-1,-20,0,-10
59044,0,6,0,3
59046,0,6,0,3
59047,0,-13,0,-6
59050,0,6,0,3
59052,3,-6,1,-1
59053,-1,0,0,-1
59054,-1,-31,0,-15
59055,0,-26,0,-12
59057,0,6,0,3
59058,3,-11,1,-3
59059,0,-31,0,-14
59061,0,-26,0,-12
59062,-1,-20,0,-10
59063,0,-24,0,-11
59064,0,6,0,3
59065,0,-13,0,-6
59066,0,-24,0,-11
59067,-1,-26,0,-12
59068,0,-24,0,-11
59069,0,-26,0,-12
59070,0,-24,0,-11
59071,0,-24,0,-11
59072,0,-31,0,-14
59073,0,-31,0,-14
59074,0,0,0,0
59075,0,6,0,3
59076,-1,-20,0,-10
59077,3,-16,1,-6
59078,0,0,0,0
59079,0,6,0,3
59081,0,-24,0,-11
59082,3,-6,1,-1
59083,3,-31,1,-13
59084,-1,-5,0,-3
59085,-1,0,0,-1
59086,0,-13,0,-6
59087,3,-11,1,-3
59088,0,6,0,3
59089,0,6,0,3
59101,0,6,0,3
59102,0,6,0,3
59103,0,6,0,3
59104,0,6,0,3
59105,0,6,0,3
59106,0,6,0,3
59107,0,6,0,3
59108,0,6,0,3
59201,0,-36,0,-17
59211,-1,-36,0,-17
59212,-2,2,-1,-0
59213,2,-21,1,-9
59214,-1,-31,0,-15
59215,-1,-31,0,-15
59217,-1,2,0,0
59218,-1,-36,0,-17
59219,-2,38,-1,16
59221,-1,2,0,0
59222,-1,-36,0,-17
59223,0,-22,0,-10
59225,-1,-22,0,-11
59226,-2,-36,-1,-18
59230,0,-22,0,-10
59231,-1,-22,0,-11
59240,-1,-22,0,-11
59241,-1,-22,0,-11
59242,2,-21,1,-9
59243,-1,2,0,0
59244,-1,-22,0,-11
59247,-2,-36,-1,-18
59248,-1,-22,0,-11
59250,-1,-22,0,-11
59252,-1,-36,0,-17
59253,-1,-22,0,-11
59254,-1,-36,0,-17
59255,-1,-36,0,-17
59256,-1,-36,0,-17
59257,-2,-36,-1,-18
59258,-1,-36,0,-17
59259,-2,2,-1,-0
59260,-1,-22,0,-11
59261,-1,-23,0,-11
59262,-1,2,0,0
59263,-1,-36,0,-17
59270,-1,2,0,0
59273,-1,-22,0,-11
59274,-1,-31,0,-15
59275,-2,38,-1,16
59276,-2,-36,-1,-18
59301,0,-20,0,-9
59311,-1,-28,0,-13
59312,0,-20,0,-9
59313,-2,2,-1,-0
59314,-2,-20,-1,-10
59315,-1,-23,0,-11
59316,-1,-14,0,-7
59317,0,-20,0,-9
59318,0,-23,0,-11
59319,-1,-28,0,-13
59322,0,-31,0,-14
59323,0,-20,0,-9
59324,-2,2,-1,-0
59326,0,-11,0,-5
59327,0,-20,0,-9
59330,-1,-23,0,-11
59332,-1,-14,0,-7
59333,0,-20,0,-9
59336,0,2,0,1
59337,-1,-31,0,-15
59338,0,-20,0,-9
59339,-1,-23,0,-11
59341,0,-11,0,-5
59343,0,-20,0,-9
59344,-2,2,-1,-0
59345,0,-20,0,-9
59347,0,-20,0,-9
59349,-1,-11,0,-6
59351,0,-20,0,-9
59353,-1,3,0,1
59354,-1,2,0,0
59401,-1,-6,0,-3
59402,-1,-6,0,-3
59403,0,-6,0,-3
59404,0,-6,0,-3
59405,0,-6,0,-3
59406,0,-6,0,-3
59410,-1,-29,0,-14
59411,-1,-13,0,-7
59412,-1,-6,0,-3
59414,-1,-6,0,-3
59416,-1,-29,0,-14
59417,-1,-13,0,-7
59418,-1,0,0,-1
59419,2,-14,1,-5
59420,-1,-29,0,-14
59421,0,-6,0,-3
59422,-1,-29,0,-14
59424,2,15,1,8
59425,-1,-24,0,-12
59427,-1,-13,0,-7
59430,-1,0,0,-1
59432,-1,-24,0,-12
59433,-1,-29,0,-14
59434,0,-13,0,-6
59435,-1,-24,0,-12
59436,0,-29,0,-13
59440,-1,-6,0,-3
59441,0,-5,0,-2
59442,-1,-29,0,-14
59443,0,-29,0,-13
59444,-1,-24,0,-12
59446,-1,-29,0,-14
59447,-1,0,0,-1
59448,-1,-13,0,-7
59450,0,-29,0,-13
59451,-1,-5,0,-3
59452,-1,0,0,-1
59453,-1,0,0,-1
59454,-1,-24,0,-12
59456,-1,-24,0,-12
59457,-1,-5,0,-3
59460,-1,-29,0,-14
59461,-1,-10,0,-5
59462,-1,0,0,-1
59463,0,0,0,0
59464,-1,-5,0,-3
59465,0,0,0,0
59466,-1,-24,0,-12
59467,-1,-24,0,-12
59468,0,-6,0,-3
59469,-1,0,0,-1
59471,-1,-5,0,-3
59472,-1,-6,0,-3
59474,-1,-24,0,-12
59477,-1,-29,0,-14
59479,-1,0,0,-1
59480,-1,-6,0,-3
59482,-1,-13,0,-7
59483,0,-6,0,-3
59484,-1,-13,0,-7
59485,0,-6,0,-3
59486,-1,-24,0,-12
59487,0,-6,0,-3
59489,-1,-5,0,-3
59501,-1,-10,0,-5
59520,-1,-29,0,-14
59521,-1,-10,0,-5
59522,-1,-10,0,-5
59523,-1,-30,0,-14
59524,-1,-23,0,-11
59525,-1,-10,0,-5
59526,-1,-30,0,-14
59527,-1,-30,0,-14
59528,-1,-10,0,-5
59529,-1,-30,0,-14
59530,-1,-10,0,-5
59531,-1,-10,0,-5
59532,-1,-10,0,-5
59535,0,-30,0,-14
59537,-1,-23,0,-11
59538,-1,-23,0,-11
59540,-1,-10,0,-5
59542,-1,-30,0,-14
59544,-1,-23,0,-11
59545,-1,-10,0,-5
59546,-1,-30,0,-14
59547,-1,-30,0,-14
59601,0,-6,0,-3
59602,0,-6,0,-3
59604,0,-6,0,-3
59620,0,-6,0,-3
59624,0,-6,0,-3
59626,0,-6,0,-3
59631,1,-18,0,-8
59632,-1,-18,0,-9
59633,0,-6,0,-3
59634,2,9,1,5
59635,0,-6,0,-3
59636,0,-6,0,-3
59638,0,-18,0,-8
59639,2,-29,1,-12
59640,0,-6,0,-3
59641,0,-21,0,-10
59642,0,-21,0,-10
59643,0,-21,0,-10
59644,-1,-21,0,-10
59645,-1,-21,0,-10
59647,-1,-21,0,-10
59648,0,-6,0,-3
59701,1,-13,0,-5
59702,1,-13,0,-5
59703,1,-13,0,-5
59710,1,-5,0,-2
59711,1,-10,0,-4
59713,1,-29,0,-13
59714,0,4,0,2
59715,0,4,0,2
59716,0,4,0,2
59717,0,4,0,2
59718,0,4,0,2
59719,0,4,0,2
59720,-1,-5,0,-3
59721,2,-18,1,-7
59722,1,-29,0,-13
59724,-2,-22,-1,-11
59725,1,-22,0,-10
59727,2,-13,1,-5
59728,1,-29,0,-13
59729,2,-5,1,-1
59730,3,4,1,3
59731,1,-29,0,-13
59732,1,-13,0,-5
59733,4,-29,1,-11
59735,0,-5,0,-2
59736,1,-22,0,-10
59739,-2,-22,-1,-11
59740,2,10,1,6
59741,2,19,1,10
59743,1,-13,0,-5
59745,2,10,1,6
59746,4,-7,1,-1
59747,-1,-5,0,-3
59748,1,-13,0,-5
59749,1,-5,0,-2
59750,1,-13,0,-5
59751,1,-13,0,-5
59752,0,4,0,2
59754,1,-5,0,-2
59755,1,-5,0,-2
59756,1,-10,0,-4
59758,-1,-26,0,-12
59759,1,-18,0,-8
59760,0,4,0,2
59761,1,-22,0,-10
59762,2,-10,1,-4
59771,0,4,0,2
59772,0,4,0,2
59801,2,-2,1,0
59802,2,-2,1,0
59803,2,-2,1,0
59804,2,-2,1,0
59806,1,-2,0,-0
59807,2,-2,1,0
59808,2,-2,1,0
59820,2,-2,1,0
59821,1,-2,0,-0
59823,2,-2,1,0
59824,2,-25,1,-10
59825,1,-2,0,-0
59826,2,-25,1,-10
59827,2,-21,1,-9
59828,2,-21,1,-9
59829,1,-21,0,-9
59830,1,-15,0,-6
59831,1,-25,0,-11
59832,1,-18,0,-8
59833,2,-2,1,0
59834,2,-2,1,0
59835,2,-21,1,-9
59837,1,-18,0,-8
59840,2,-21,1,-9
59841,1,-21,0,-9
59842,1,-15,0,-6
59843,2,-29,1,-12
59844,0,-17,0,-8
59845,1,-15,0,-6
59846,2,-26,1,-11
59847,2,-2,1,0
59848,1,-15,0,-6
59851,1,-2,0,-0
59853,0,-17,0,-8
59854,2,-29,1,-12
59855,1,-25,0,-11
59856,1,-15,0,-6
59858,1,-18,0,-8
59859,1,-15,0,-6
59860,2,-25,1,-10
59863,1,-25,0,-11
59864,1,-25,0,-11
59865,1,-25,0,-11
59866,1,-26,0,-11
59867,1,-15,0,-6
59868,1,-2,0,-0
59870,2,-21,1,-9
59871,2,-21,1,-9
59872,1,-26,0,-11
59873,1,-15,0,-6
59874,0,-15,0,-7
59875,2,-21,1,-9
59901,1,-9,0,-4
59903,1,-9,0,-4
59904,1,-9,0,-4
59910,2,-25,1,-10
59911,2,-25,1,-10
59912,1,-9,0,-4
59913,1,-9,0,-4
59914,4,-10,1,-2
59915,2,-25,1,-10
59916,2,-9,1,-3
59917,0,-17,0,-8
59918,1,-17,0,-7
59919,1,-9,0,-4
59920,2,-9,1,-3
59921,2,-9,1,-3
59922,2,-9,1,-3
59923,-1,-17,0,-8
59925,2,-9,1,-3
59926,1,-9,0,-4
59927,1,-9,0,-4
59928,2,-9,1,-3
59929,1,-25,0,-11
59930,0,-17,0,-8
59931,4,-10,1,-2
59932,2,-9,1,-3
59933,1,-17,0,-7
59934,1,-17,0,-7
59935,0,-17,0,-8
59936,2,-9,1,-3
59937,2,-9,1,-3
60001,1,20,0,10
60002,1,-4,0,-1
60004,3,19,1,10
60005,3,30,1,15
60006,2,19,1,10
60007,2,30,1,15
60008,1,30,0,14
60009,2,30,1,15
60010,5,39,2,21
60011,1,20,0,10
60012,2,20,1,10
60013,2,20,1,10
60014,1,20,0,10
60015,0,24,0,11
60016,2,30,1,15
60017,2,30,1,15
60018,2,30,1,15
60020,0,20,0,9
60021,1,20,0,10
60022,6,39,2,21
60025,3,30,1,15
60026,3,30,1,15
60029,6,35,2,19
60030,0,19,0,9
60031,0,19,0,9
60033,-2,9,-1,3
60034,1,20,0,10
60035,1,24,0,12
60037,3,39,1,20
60039,1,20,0,10
60040,0,19,0,9
60041,0,19,0,9
60042,1,20,0,10
60043,6,50,2,26
60044,1,24,0,12
60045,3,39,1,20
60046,0,19,0,9
60047,0,24,0,11
60048,0,19,0,9
60050,0,20,0,9
60051,0,20,0,9
60053,3,30,1,15
60056,3,30,1,15
60060,0,19,0,9
60061,0,19,0,9
60062,3,24,1,13
60064,0,19,0,9
60065,3,39,1,20
60067,2,19,1,10
60068,2,30,1,15
60069,1,24,0,12
60070,2,19,1,10
60071,4,35,1,18
60072,0,20,0,9
60073,0,19,0,9
60074,0,19,0,9
60075,0,19,0,9
60076,3,30,1,15
60077,2,30,1,15
60078,2,19,1,10
60079,0,19,0,9
60081,0,20,0,9
60082,3,24,1,13
60083,0,19,0,9
60084,0,19,0,9
60085,0,19,0,9
60087,0,19,0,9
60088,-1,19,0,8
60089,0,19,0,9
60090,2,19,1,10
60091,3,35,1,18
60092,2,19,1,10
60093,6,50,2,26
60094,2,30,1,15
60095,1,30,0,14
60096,1,-4,0,-1
60097,1,20,0,10
60098,1,20,0,10
60099,0,19,0,9
60101,1,30,0,14
60102,1,20,0,10
60103,1,19,0,9
60104,1,30,0,14
60106,2,30,1,15
60107,1,19,0,9
60108,2,30,1,15
60109,2,19,1,10
60110,1,20,0,10
60111,4,32,1,17
60112,2,32,1,16
60113,1,32,0,15
60115,2,32,1,16
60118,2,19,1,10
60119,2,19,1,10
60120,1,19,0,9
60121,1,19,0,9
60123,1,19,0,9
60124,1,19,0,9
60126,2,30,1,15
60129,2,32,1,16
60130,2,30,1,15
60131,2,30,1,15
60133,1,19,0,9
60134,2,19,1,10
60135,2,32,1,16
60136,2,19,1,10
60137,2,30,1,15
60138,2,30,1,15
60139,1,30,0,14
60140,2,19,1,10
60141,1,30,0,14
60142,2,20,1,10
60143,2,30,1,15
60144,2,19,1,10
60145,4,24,1,13
60146,2,9,1,5
60147,2,19,1,10
60148,1,30,0,14
60150,2,32,1,16
60151,5,47,2,24
60152,1,9,0,5
60153,1,30,0,14
60154,2,30,1,15
60155,1,30,0,14
60156,1,20,0,10
60157,2,30,1,15
60159,1,30,0,14
60160,2,30,1,15
60161,2,30,1,15
60162,2,30,1,15
60163,2,30,1,15
60164,2,30,1,15
60165,2,30,1,15
60168,1,30,0,14
60169,1,30,0,14
60170,1,19,0,9
60171,2,30,1,15
60172,1,30,0,14
60173,1,30,0,14
60174,2,19,1,10
60175,4,39,1,20
60176,2,30,1,15
60177,1,19,0,9
60178,2,32,1,16
60180,2,20,1,10
60181,2,30,1,15
60183,4,39,1,20
60184,5,39,2,21
60185,1,19,0,9
60186,1,19,0,9
60187,2,30,1,15
60188,1,30,0,14
60189,2,30,1,15
60190,2,30,1,15
60191,2,30,1,15
60192,2,30,1,15
60193,1,30,0,14
60194,1,30,0,14
60195,2,30,1,15
60197,1,30,0,14
60199,1,30,0,14
60201,3,30,1,15
60202,2,30,1,15
60203,3,30,1,15
60204,3,30,1,15
60301,2,30,1,15
60302,2,30,1,15
60303,2,30,1,15
60304,2,30,1,15
60305,5,50,2,26
60401,1,20,0,10
60402,2,30,1,15
60403,2,30,1,15
60404,1,23,0,11
60406,-3,30,-1,12
60407,-2,56,-1,25
60408,0,56,0,26
60409,-3,14,-1,5
60410,1,23,0,11
60411,-3,14,-1,5
60412,-3,14,-1,5
60415,1,30,0,14
60416,0,56,0,26
60417,0,14,0,6
60419,-3,14,-1,5
60420,-2,-4,-1,-3
60421,1,23,0,11
60422,0,29,0,13
60423,1,23,0,11
60424,-2,56,-1,25
60425,-2,14,-1,5
60426,-3,14,-1,5
60428,-3,14,-1,5
60429,-3,14,-1,5
60430,-2,14,-1,5
60431,1,23,0,11
60432,0,23,0,11
60433,0,23,0,11
60434,0,23,0,11
60435,0,23,0,11
60436,0,23,0,11
60437,0,56,0,26
60438,-2,14,-1,5
60439,1,30,0,14
60440,1,30,0,14
60441,1,23,0,11
60442,1,23,0,11
60443,-2,23,-1,10
60444,1,56,0,26
60445,-2,30,-1,13
60446,1,23,0,11
60447,1,56,0,26
60448,1,23,0,11
60449,1,23,0,11
60450,1,56,0,26
60451,1,23,0,11
60452,-2,23,-1,10
60453,2,30,1,15
60454,2,30,1,15
60455,2,30,1,15
60456,1,30,0,14
60457,2,30,1,15
60458,2,30,1,15
60459,2,30,1,15
60460,-2,-4,-1,-3
60461,1,29,0,14
60462,1,23,0,11
60463,2,30,1,15
60464,2,30,1,15
60465,2,30,1,15
60466,-3,14,-1,5
60467,4,38,1,20
60468,1,20,0,10
60469,-3,30,-1,12
60470,0,11,0,5
60471,-2,23,-1,10
60472,-3,30,-1,12
60473,-2,14,-1,5
60474,-2,56,-1,25
60475,-3,14,-1,5
60476,-3,14,-1,5
60477,1,23,0,11
60478,-3,23,-1,9
60479,1,56,0,26
60480,2,30,1,15
60481,0,56,0,26
60482,2,30,1,15
60484,-3,14,-1,5
60487,1,23,0,11
60490,1,30,0,14
60491,1,23,0,11
60499,2,30,1,15
60501,1,30,0,14
60502,1,30,0,14
60503,1,30,0,14
60504,1,30,0,14
60505,1,8,0,4
60506,1,8,0,4
60507,1,19,0,9
60510,2,19,1,10
60511,1,8,0,4
60512,1,8,0,4
60513,2,30,1,15
60514,2,30,1,15
60515,1,30,0,14
60516,2,30,1,15
60517,1,30,0,14
60518,1,11,0,6
60519,1,30,0,14
60520,5,47,2,24
60521,2,30,1,15
60522,5,50,2,26
60523,2,30,1,15
60525,2,30,1,15
60526,2,30,1,15
60527,5,50,2,26
60530,2,32,1,16
60531,2,8,1,5
60532,1,30,0,14
60534,2,30,1,15
60536,1,8,0,4
60537,1,8,0,4
60538,1,8,0,4
60539,1,19,0,9
60540,4,30,1,16
60541,1,8,0,4
60542,1,19,0,9
60543,1,8,0,4
60544,1,23,0,11
60545,1,8,0,4
60546,2,30,1,15
60548,1,8,0,4
60549,1,11,0,6
60550,2,32,1,16
60551,1,8,0,4
60552,4,8,1,6
60553,2,32,1,16
60554,1,8,0,4
60555,1,30,0,14
60556,2,32,1,16
60557,1,11,0,6
60558,5,50,2,26
60559,2,30,1,15
60560,1,8,0,4
60561,4,30,1,16
60563,1,30,0,14
60564,4,45,1,23
60565,4,30,1,16
60566,4,30,1,16
60567,1,30,0,14
60585,1,23,0,11
60586,1,23,0,11
60598,1,30,0,14
60599,1,8,0,4
60601,2,30,1,15
60602,2,30,1,15
60603,2,30,1,15
60604,2,30,1,15
60605,2,30,1,15
60606,2,30,1,15
60607,2,30,1,15
60608,2,30,1,15
60609,1,30,0,14
60610,2,30,1,15
60611,2,30,1,15
60612,2,30,1,15
60613,3,30,1,15
60614,5,50,2,26
60615,2,30,1,15
60616,2,30,1,15
60617,-3,30,-1,12
60618,3,30,1,15
60619,1,30,0,14
60620,1,30,0,14
60621,1,30,0,14
60622,2,30,1,15
60623,1,30,0,14
60624,1,30,0,14
60625,3,30,1,15
60626,2,30,1,15
60628,-3,30,-1,12
60629,1,30,0,14
60630,2,30,1,15
60631,3,30,1,15
60632,2,30,1,15
60633,-3,14,-1,5
60634,2,30,1,15
60636,1,30,0,14
60637,1,30,0,14
60638,2,30,1,15
60639,2,30,1,15
60640,2,30,1,15
60641,2,30,1,15
60642,2,30,1,15
60643,1,30,0,14
60644,1,30,0,14
60645,2,30,1,15
60646,3,30,1,15
60647,2,30,1,15
60649,1,30,0,14
60651,1,30,0,14
60652,1,30,0,14
60653,2,30,1,15
60654,2,30,1,15
60655,2,30,1,15
60656,2,30,1,15
60657,5,30,2,16
60659,3,30,1,15
60660,2,30,1,15
60661,2,30,1,15
60664,2,30,1,15
60666,2,30,1,15
60680,2,30,1,15
60681,2,30,1,15
60690,2,30,1,15
60691,2,30,1,15
60699,2,30,1,15
60701,3,30,1,15
60706,3,30,1,15
60707,2,30,1,15
60712,3,30,1,15
60714,3,30,1,15
60803,2,30,1,15
60804,1,30,0,14
60805,2,30,1,15
60827,-3,30,-1,12
60901,-2,5,-1,1
60910,-3,5,-1,1
60911,-2,4,-1,1
60912,-3,5,-1,1
60913,1,20,0,10
60914,-2,5,-1,1
60915,-2,5,-1,1
60917,-2,5,-1,1
60918,0,-2,0,-1
60919,-2,-4,-1,-3
60920,-3,-4,-1,-3
60921,-3,-2,-1,-3
60922,-2,5,-1,1
60924,0,4,0,2
60926,-3,4,-1,0
60927,-2,4,-1,1
60928,-2,4,-1,1
60929,-3,-4,-1,-3
60930,-2,4,-1,1
60931,-3,4,-1,0
60932,0,-7,0,-3
60933,-2,-2,-1,-2
60934,-2,-4,-1,-3
60935,-2,56,-1,25
60936,-2,-2,-1,-2
60938,-3,4,-1,0
60939,-3,4,-1,0
60940,1,20,0,10
60941,-2,5,-1,1
60942,-1,-7,0,-4
60944,-2,5,-1,1
60945,-3,4,-1,0
60946,-2,-4,-1,-3
60948,3,13,1,8
60949,-1,-2,0,-1
60950,-2,5,-1,1
60951,-2,4,-1,1
60952,-2,-2,-1,-2
60953,-3,4,-1,0
60954,-2,5,-1,1
60955,-2,4,-1,1
60956,-2,4,-1,1
60957,0,-2,0,-1
60958,1,20,0,10
60959,-3,-2,-1,-3
60960,-1,-2,0,-1
60961,-2,56,-1,25
60962,-2,-2,-1,-2
60963,-1,-7,0,-4
60964,-2,5,-1,1
60966,-3,4,-1,0
60967,-3,4,-1,0
60968,-3,-2,-1,-3
60969,-2,5,-1,1
60970,-3,4,-1,0
60973,-3,4,-1,0
60974,-3,4,-1,0
61001,1,7,0,4
61006,1,-25,0,-11
61007,-2,30,-1,13
61008,-2,9,-1,3
61010,1,6,0,3
61011,1,24,0,12
61012,-3,9,-1,3
61013,-3,30,-1,12
61014,-3,-19,-1,-10
61015,-2,6,-1,2
61016,-2,9,-1,3
61018,-2,30,-1,13
61019,-3,30,-1,12
61020,-2,6,-1,2
61021,-2,-25,-1,-13
61024,-3,12,-1,4
61025,-1,-1,0,-1
61027,-2,30,-1,13
61028,-1,-8,0,-4
61030,-2,6,-1,2
61031,1,-25,0,-11
61032,-3,30,-1,12
61036,1,7,0,4
61037,-2,7,-1,2
61038,1,24,0,12
61039,-2,30,-1,13
61041,-2,-8,-1,-5
61042,1,-25,0,-11
61043,-2,6,-1,2
61044,-2,30,-1,13
61046,-2,-19,-1,-10
61047,-2,6,-1,2
61048,-2,30,-1,13
61049,-2,6,-1,2
61050,-3,30,-1,12
61051,-3,-19,-1,-10
61052,-2,12,-1,4
61053,-2,-19,-1,-10
61054,-2,6,-1,2
61057,1,-25,0,-11
61059,-2,-8,-1,-5
61060,-3,30,-1,12
61061,-2,6,-1,2
61062,-2,30,-1,13
61063,-2,12,-1,4
61064,-2,6,-1,2
61065,-2,9,-1,3
61067,-2,30,-1,13
61068,1,6,0,3
61070,-2,30,-1,13
61071,-2,7,-1,2
61072,-3,12,-1,4
61073,-3,12,-1,4
61074,-2,-19,-1,-10
61075,-1,-8,0,-4
61077,1,21,0,10
61078,-2,-19,-1,-10
61079,-3,12,-1,4
61080,-3,24,-1,9
61081,-3,7,-1,2
61084,-2,6,-1,2
61085,-2,-8,-1,-5
61087,-2,-8,-1,-5
61088,-2,12,-1,4
61089,-4,30,-1,12
61091,-2,-25,-1,-13
61101,-3,12,-1,4
61102,-3,12,-1,4
61103,-3,12,-1,4
61104,-3,12,-1,4
61105,-3,12,-1,4
61106,-3,12,-1,4
61107,-2,12,-1,4
61108,-2,12,-1,4
61109,-2,12,-1,4
61110,-3,12,-1,4
61111,-2,12,-1,4
61112,-2,9,-1,3
61114,-2,12,-1,4
61115,-2,12,-1,4
61125,-2,12,-1,4
61126,-2,12,-1,4
61130,-2,12,-1,4
61131,-2,12,-1,4
61132,-2,12,-1,4
61201,-2,21,-1,9
61204,-2,21,-1,9
61230,-2,7,-1,2
61231,-2,0,-1,-1
61232,-2,21,-1,9
61233,-2,11,-1,4
61234,-2,11,-1,4
61235,-2,11,-1,4
61236,-2,21,-1,9
61237,0,15,0,7
61238,-2,11,-1,4
61239,-2,21,-1,9
61240,1,36,0,17
61241,-2,21,-1,9
61242,-1,21,0,9
61243,-1,7,0,3
61244,-2,21,-1,9
61250,-2,7,-1,2
61251,-2,7,-1,2
61252,-2,7,-1,2
61254,1,26,0,12
61256,-1,21,0,9
61257,-1,11,0,5
61258,-2,7,-1,2
61259,0,15,0,7
61260,-3,0,-1,-2
61261,-2,7,-1,2
61262,1,11,0,6
61263,-3,0,-1,-2
61264,-2,21,-1,9
61265,-2,21,-1,9
61266,-2,21,-1,9
61270,-1,7,0,3
61272,-3,0,-1,-2
61273,1,21,0,10
61274,-1,11,0,5
61275,1,36,0,17
61276,-3,0,-1,-2
61277,-2,7,-1,2
61278,1,36,0,17
61279,0,0,0,0
61281,-1,21,0,9
61282,-2,21,-1,9
61283,-2,7,-1,2
61284,0,36,0,17
61285,-2,-19,-1,-10
61301,1,11,0,6
61310,1,-25,0,-11
61311,1,-4,0,-1
61312,1,-2,0,-0
61313,1,-4,0,-1
61314,-2,-2,-1,-2
61315,-3,-2,-1,-3
61316,-2,11,-1,4
61317,1,-2,0,-0
61318,1,-25,0,-11
61319,1,-4,0,-1
61320,1,11,0,6
61321,1,-5,0,-2
61322,-3,-2,-1,-3
61323,-2,-2,-1,-2
61324,1,-25,0,-11
61325,0,11,0,5
61326,-2,-2,-1,-2
61327,-2,-2,-1,-2
61328,1,-2,0,-0
61329,1,-2,0,-0
61330,1,-2,0,-0
61331,1,-25,0,-11
61332,-2,11,-1,4
61333,1,-4,0,-1
61334,-2,-5,-1,-3
61335,-2,-5,-1,-3
61336,-2,-5,-1,-3
61337,1,-2,0,-0
61338,-2,-2,-1,-2
61340,-2,-2,-1,-2
61341,0,11,0,5
61342,1,11,0,6
61344,-2,11,-1,4
61345,-2,-11,-1,-6
61346,-2,-2,-1,-2
61348,1,11,0,6
61349,1,-2,0,-0
61350,1,11,0,6
61353,2,32,1,16
61354,1,11,0,6
61356,-2,-2,-1,-2
61358,1,-5,0,-2
61359,1,-2,0,-0
61360,0,56,0,26
61361,-2,-2,-1,-2
61362,-2,-2,-1,-2
61363,-2,11,-1,4
61364,1,11,0,6
61367,1,-25,0,-11
61368,-2,-2,-1,-2
61369,-2,-5,-1,-3
61370,-2,11,-1,4
61371,1,11,0,6
61372,1,11,0,6
61373,2,11,1,6
61374,1,-2,0,-0
61375,-2,-5,-1,-3
61376,-2,-2,-1,-2
61377,-2,-5,-1,-3
61378,2,-25,1,-10
61379,-2,-2,-1,-2
61401,-2,-10,-1,-6
61402,-2,-10,-1,-6
61410,-3,-10,-1,-6
61411,-3,-15,-1,-8
61412,-3,0,-1,-2
61413,-2,11,-1,4
61414,-2,-10,-1,-6
61415,-2,-19,-1,-10
61416,-3,-7,-1,-5
61417,-2,-28,-1,-14
61418,-3,-26,-1,-14
61419,-2,11,-1,4
61420,-2,-7,-1,-4
61421,-2,-11,-1,-6
61422,-2,-7,-1,-4
61423,-2,-28,-1,-14
61424,-2,-11,-1,-6
61425,-3,-26,-1,-14
61426,-3,-11,-1,-7
61427,-2,-19,-1,-10
61428,-2,-10,-1,-6
61430,-2,-10,-1,-6
61431,-2,-19,-1,-10
61432,-2,-19,-1,-10
61433,-2,-19,-1,-10
61434,-2,11,-1,4
61435,-2,-28,-1,-14
61436,-2,-10,-1,-6
61437,-3,-26,-1,-14
61438,-2,-7,-1,-4
61439,-2,-10,-1,-6
61440,-2,-7,-1,-4
61441,-2,-19,-1,-10
61442,-3,0,-1,-2
61443,-2,-11,-1,-6
61447,-3,-28,-1,-14
61448,-2,-10,-1,-6
61449,-2,-11,-1,-6
61450,-3,-8,-1,-5
61451,-2,-11,-1,-6
61452,-2,-15,-1,-8
61453,-3,-28,-1,-14
61454,-3,-26,-1,-14
61455,-2,-7,-1,-4
61458,-2,-10,-1,-6
61459,-2,-19,-1,-10
61460,-3,-26,-1,-14
61462,-3,-28,-1,-14
61465,-2,0,-1,-1
61466,-2,-10,-1,-6
61467,-2,-10,-1,-6
61468,-2,11,-1,4
61469,-3,-26,-1,-14
61470,-3,-7,-1,-5
61471,-3,-26,-1,-14
61472,-1,-10,0,-5
61473,-3,-28,-1,-14
61474,-3,-10,-1,-6
61475,-2,-7,-1,-4
61476,-3,0,-1,-2
61477,-2,-19,-1,-10
61478,-3,-28,-1,-14
61479,-2,-11,-1,-6
61480,-3,-26,-1,-14
61482,-2,-7,-1,-4
61483,-2,-11,-1,-6
61484,-3,-15,-1,-8
61485,-3,-10,-1,-6
61486,-3,0,-1,-2
61488,-2,-10,-1,-6
61489,-2,-10,-1,-6
61490,-2,11,-1,4
61491,-2,-11,-1,-6
61501,-3,-15,-1,-8
61516,1,15,0,7
61517,1,8,0,4
61519,-3,-19,-1,-10
61520,-2,8,-1,3
61523,-2,8,-1,3
61524,-2,-19,-1,-10
61525,1,23,0,11
61526,1,23,0,11
61528,1,23,0,11
61529,-2,8,-1,3
61530,-2,15,-1,6
61531,-2,-19,-1,-10
61532,-2,-23,-1,-12
61533,-2,8,-1,3
61534,-2,2,-1,-0
61535,1,17,0,8
61536,-2,8,-1,3
61537,-2,-5,-1,-3
61539,-2,2,-1,-0
61540,-2,-5,-1,-3
61541,-3,-5,-1,-4
61542,-3,-23,-1,-12
61543,-3,-23,-1,-12
61544,-2,-19,-1,-10
61545,-2,15,-1,6
61546,-2,-23,-1,-12
61547,1,23,0,11
61548,1,30,0,14
61550,1,17,0,8
61552,-2,8,-1,3
61553,-2,-19,-1,-10
61554,-2,2,-1,-0
61555,-2,2,-1,-0
61559,-2,-11,-1,-6
61560,1,-5,0,-2
61561,-2,15,-1,6
61562,-2,8,-1,3
61563,-3,-19,-1,-10
61564,-2,2,-1,-0
61565,-2,-5,-1,-3
61567,-3,-23,-1,-12
