Zip/Postal Code,Material % adjustment,Labor % adjustment,Equipment % adjustment,TOTAL WEIGHTED AVG.
18336,-1,-20,0,-10
18337,-1,-20,0,-10
18340,-1,-20,0,-10
18341,0,-13,0,-6
18342,1,2,0,1
18343,0,-13,0,-6
18344,-1,-13,0,-7
18346,-2,-13,-1,-7
18347,-3,-13,-1,-8
18348,-1,-13,0,-7
18349,1,2,0,1
18350,-1,-13,0,-7
18351,0,-13,0,-6
18352,0,-13,0,-6
18353,0,-13,0,-6
18354,0,-13,0,-6
18355,-1,-13,0,-7
18356,1,-13,0,-5
18357,1,7,0,4
18360,0,-13,0,-6
18370,1,2,0,1
18371,-2,-20,-1,-10
18372,0,-13,0,-6
18373,-2,-20,-1,-10
18403,-2,5,-1,1
18405,-1,-4,0,-2
18407,-2,-4,-1,-3
18410,-1,5,0,2
18411,-1,5,0,2
18413,-2,-8,-1,-5
18414,-1,5,0,2
18415,-1,-4,0,-2
18416,-1,5,0,2
18417,-2,-4,-1,-3
18419,-2,-5,-1,-3
18420,-1,5,0,2
18421,-2,-4,-1,-3
18424,-2,5,-1,1
18425,-2,-20,-1,-10
18426,-2,-20,-1,-10
18427,-1,-4,0,-2
18428,-2,-4,-1,-3
18430,-2,-8,-1,-5
18431,-2,-4,-1,-3
18433,-2,5,-1,1
18434,-2,5,-1,1
18435,-2,-20,-1,-10
18436,-1,-4,0,-2
18437,0,11,0,5
18438,-2,-4,-1,-3
18439,-2,-4,-1,-3
18440,-1,5,0,2
18441,-2,-8,-1,-5
18443,-1,-4,0,-2
18444,-1,5,0,2
18445,-1,-13,0,-7
18446,-2,-8,-1,-5
18447,-2,5,-1,1
18449,0,7,0,3
18451,-1,-4,0,-2
18452,-2,5,-1,1
18453,-1,-4,0,-2
18454,-2,-4,-1,-3
18455,-3,-4,-1,-3
18456,-2,-4,-1,-3
18457,-2,-20,-1,-10
18458,-1,-20,0,-10
18459,-2,-4,-1,-3
18460,-1,-13,0,-7
18461,-3,-8,-1,-5
18462,-3,-8,-1,-5
18463,-2,-20,-1,-10
18464,-1,-20,0,-10
18465,0,7,0,3
18466,-2,-13,-1,-7
18469,-1,-4,0,-2
18470,-2,-8,-1,-5
18471,1,20,0,10
18472,-2,-4,-1,-3
18473,-2,-4,-1,-3
18501,-2,5,-1,1
18502,-2,5,-1,1
18503,-2,5,-1,1
18504,-2,5,-1,1
18505,-2,5,-1,1
18507,-2,5,-1,1
18508,-2,5,-1,1
18509,-2,5,-1,1
18510,-2,5,-1,1
18512,-2,5,-1,1
18515,-2,5,-1,1
18517,-2,5,-1,1
18518,-2,5,-1,1
18519,-2,5,-1,1
18540,-2,5,-1,1
18601,-3,1,-1,-1
18602,-3,-4,-1,-3
18603,-3,1,-1,-1
18610,-3,-13,-1,-8
18611,-3,1,-1,-1
18612,-3,-4,-1,-3
18614,-3,-19,-1,-10
18615,-2,-5,-1,-3
18616,-3,-19,-1,-10
18617,-4,-4,-1,-4
18618,-3,-4,-1,-3
18619,-3,-19,-1,-10
18621,-4,-4,-1,-4
18622,-3,-4,-1,-3
18623,-2,-5,-1,-3
18624,0,2,0,1
18625,-2,-5,-1,-3
18626,-2,-19,-1,-10
18627,-3,-4,-1,-3
18628,-4,-19,-1,-11
18629,-3,-5,-1,-4
18630,-2,-5,-1,-3
18631,-3,1,-1,-1
18632,-4,-19,-1,-11
18634,-4,-4,-1,-4
18635,-3,1,-1,-1
18636,-3,-5,-1,-4
18640,-3,5,-1,1
18641,-2,5,-1,1
18642,-3,5,-1,1
18643,-3,5,-1,1
18644,-3,-4,-1,-3
18651,-4,-4,-1,-4
18653,-1,5,0,2
18654,-3,-4,-1,-3
18655,-3,-4,-1,-3
18656,-3,-4,-1,-3
18657,-2,-5,-1,-3
18660,-4,-4,-1,-4
18661,-3,-4,-1,-3
18701,-3,-4,-1,-3
18702,-3,-4,-1,-3
18703,-3,-4,-1,-3
18704,-3,-4,-1,-3
18705,-3,-4,-1,-3
18706,-4,-4,-1,-4
18707,-3,-4,-1,-3
18708,-3,-4,-1,-3
18709,-3,-4,-1,-3
18710,-3,-4,-1,-3
18711,-3,-4,-1,-3
18773,-3,-4,-1,-3
18801,-3,-8,-1,-5
18810,-4,-9,-1,-6
18812,0,20,0,9
18813,-3,-8,-1,-5
18814,-4,-9,-1,-6
18815,-3,-9,-1,-6
18816,-3,-8,-1,-5
18817,-4,-9,-1,-6
18818,-3,-8,-1,-5
18820,-3,-8,-1,-5
18821,-3,-8,-1,-5
18822,-3,-8,-1,-5
18823,-3,-8,-1,-5
18824,-2,-8,-1,-5
18825,0,-8,0,-4
18826,-3,-8,-1,-5
18827,-3,-8,-1,-5
18828,0,-8,0,-4
18829,-3,-9,-1,-6
18830,-3,-13,-1,-8
18831,-1,-9,0,-5
18832,-4,-9,-1,-6
18833,-3,-19,-1,-10
18834,-3,-8,-1,-5
18837,-3,-9,-1,-6
18840,-4,-9,-1,-6
18842,-2,-8,-1,-5
18843,-3,-8,-1,-5
18844,-2,-8,-1,-5
18845,-3,-9,-1,-6
18846,-3,-5,-1,-4
18847,-3,-8,-1,-5
18848,-4,-9,-1,-6
18850,-4,-9,-1,-6
18851,-3,-13,-1,-8
18853,-3,-9,-1,-6
18854,-4,-9,-1,-6
18901,-2,16,-1,6
18902,-2,16,-1,6
18910,1,16,0,8
18911,0,30,0,14
18912,-2,16,-1,6
18913,0,21,0,10
18914,-3,16,-1,6
18915,-3,30,-1,12
18916,0,16,0,7
18917,0,16,0,7
18918,-2,30,-1,13
18920,3,36,1,18
18921,1,9,0,5
18922,-2,16,-1,6
18923,0,16,0,7
18924,-2,30,-1,13
18925,-2,16,-1,6
18926,3,16,1,9
18927,0,30,0,14
18928,0,21,0,10
18929,-3,16,-1,6
18930,1,9,0,5
18931,0,21,0,10
18932,-3,30,-1,12
18933,0,21,0,10
18934,-2,16,-1,6
18935,-2,9,-1,3
18936,-3,30,-1,12
18938,0,21,0,10
18940,-3,16,-1,6
18942,1,16,0,8
18943,0,21,0,10
18944,0,30,0,14
18946,0,21,0,10
18947,3,16,1,9
18949,0,16,0,7
18950,3,16,1,9
18951,0,9,0,4
18953,1,9,0,5
18954,-3,16,-1,6
18955,0,9,0,4
18956,0,21,0,10
18957,-2,30,-1,13
18958,-2,30,-1,13
18960,0,30,0,14
18962,0,30,0,14
18963,0,21,0,10
18964,-1,30,0,13
18966,-3,16,-1,6
18968,-2,9,-1,3
18969,-2,30,-1,13
18970,-2,9,-1,3
18971,-2,9,-1,3
18972,1,9,0,5
18974,-3,16,-1,6
18976,-3,16,-1,6
18977,0,21,0,10
18979,-1,30,0,13
18980,0,21,0,10
18981,-1,9,0,4
19001,-4,28,-1,11
19002,-3,30,-1,12
19003,-4,23,-1,8
19004,-3,28,-1,11
19006,-3,16,-1,6
19007,-3,22,-1,9
19008,-3,23,-1,9
19009,-1,36,0,16
19010,-1,28,0,12
19012,-4,28,-1,11
19013,-1,23,0,10
19014,-1,23,0,10
19015,-1,23,0,10
19016,-1,23,0,10
19017,0,23,0,11
19018,-4,23,-1,8
19019,-4,16,-1,5
19020,-3,16,-1,6
19021,-3,22,-1,9
19022,-5,23,-2,8
19023,-4,23,-1,8
19025,-3,30,-1,12
19026,-4,23,-1,8
19027,-4,28,-1,11
19028,-3,23,-1,9
19029,-5,23,-2,8
19030,-3,28,-1,11
19031,-3,30,-1,12
19032,-5,23,-2,8
19033,-4,23,-1,8
19034,-3,30,-1,12
19035,0,48,0,22
19036,-5,23,-2,8
19037,0,23,0,11
19038,-4,28,-1,11
19039,0,28,0,13
19040,-4,16,-1,5
19041,-1,43,0,19
19043,-4,23,-1,8
19044,-4,16,-1,5
19046,-3,28,-1,11
19047,-3,16,-1,6
19050,-4,23,-1,8
19052,-1,23,0,10
19053,-3,16,-1,6
19054,-3,28,-1,11
19055,-3,28,-1,11
19056,-3,16,-1,6
19057,-3,28,-1,11
19058,-3,28,-1,11
19060,-1,23,0,10
19061,-1,23,0,10
19063,0,23,0,11
19064,-4,23,-1,8
19065,0,23,0,11
19066,-1,48,0,22
19067,-3,28,-1,11
19070,-4,23,-1,8
19072,-3,28,-1,11
19073,-3,23,-1,9
19074,-4,23,-1,8
19075,-3,30,-1,12
19076,-4,23,-1,8
19078,-4,23,-1,8
19079,-5,23,-2,8
19081,-3,23,-1,9
19082,-4,23,-1,8
19083,-3,23,-1,9
19085,0,43,0,20
19086,0,23,0,11
19087,-3,30,-1,12
19090,-4,16,-1,5
19094,-4,23,-1,8
19095,-3,28,-1,11
19096,-3,23,-1,9
19101,-4,28,-1,11
19102,-4,28,-1,11
19103,-4,28,-1,11
19104,-4,28,-1,11
19105,-4,28,-1,11
19106,-1,43,0,19
19107,-4,28,-1,11
19108,-3,28,-1,11
19109,-4,28,-1,11
19110,-4,28,-1,11
19111,-4,28,-1,11
19112,-5,28,-2,10
19113,-5,23,-2,8
19114,-4,28,-1,11
19115,-4,28,-1,11
19116,-4,16,-1,5
19118,-3,28,-1,11
19119,-3,28,-1,11
19120,-4,28,-1,11
19121,-4,28,-1,11
19122,-4,28,-1,11
19123,-4,28,-1,11
19124,-4,28,-1,11
19125,-4,28,-1,11
19126,-4,28,-1,11
19127,-4,28,-1,11
19128,-4,28,-1,11
19129,-4,28,-1,11
19130,-4,28,-1,11
19131,-4,28,-1,11
19132,-4,28,-1,11
19133,-4,28,-1,11
19134,-4,28,-1,11
19135,-4,28,-1,11
19136,-4,28,-1,11
19137,-4,28,-1,11
19138,-4,28,-1,11
19139,-4,28,-1,11
19140,-4,28,-1,11
19141,-4,28,-1,11
19142,-5,23,-2,8
19143,-4,28,-1,11
19144,-4,28,-1,11
19145,-5,28,-2,10
19146,-5,28,-2,10
19147,-5,28,-2,10
19148,-5,28,-2,10
19149,-4,28,-1,11
19150,-4,28,-1,11
19151,-4,28,-1,11
19152,-4,28,-1,11
19153,-5,23,-2,8
19154,-4,28,-1,11
19155,-4,28,-1,11
19160,-4,28,-1,11
19176,-4,28,-1,11
19190,-4,28,-1,11
19301,-3,18,-1,7
19310,-2,18,-1,7
19311,5,18,2,11
19312,-1,28,0,12
19316,-4,18,-1,6
19317,0,18,0,8
19318,3,18,1,10
19319,0,28,0,13
19320,2,18,1,9
19330,2,18,1,9
19331,0,23,0,11
19333,-3,23,-1,9
19335,0,18,0,8
19341,0,18,0,8
19342,0,23,0,11
19343,-1,33,0,15
19344,-4,18,-1,6
19345,0,18,0,8
19346,5,14,2,9
19347,0,18,0,8
19348,0,18,0,8
19350,5,29,2,16
19351,5,14,2,9
19352,5,14,2,9
19353,0,18,0,8
19354,-1,33,0,15
19355,0,18,0,8
19357,0,18,0,8
19358,2,18,1,9
19360,5,14,2,9
19362,2,14,1,8
19363,2,14,1,8
19365,-2,18,-1,7
19366,0,18,0,8
19367,-2,18,-1,7
19369,-3,18,-1,7
19371,-4,18,-1,6
19372,-1,18,0,8
19373,0,23,0,11
19374,2,18,1,9
19375,0,18,0,8
19376,-4,18,-1,6
19380,0,18,0,8
19381,0,18,0,8
19382,0,18,0,8
19390,3,18,1,10
19395,0,28,0,13
19397,0,28,0,13
19398,0,18,0,8
19399,0,18,0,8
19401,-4,30,-1,12
19403,-4,30,-1,12
19404,-4,30,-1,12
19405,-4,30,-1,12
19406,-3,30,-1,12
19407,-4,30,-1,12
19408,-4,30,-1,12
19409,-4,30,-1,12
19420,-3,30,-1,12
19421,-1,38,0,17
19422,-3,30,-1,12
19423,-4,30,-1,12
19425,-1,38,0,17
19426,-3,30,-1,12
19428,-4,30,-1,12
19430,-4,30,-1,12
19432,0,18,0,8
19435,-1,30,0,13
19436,-3,30,-1,12
19437,-1,50,0,22
19438,-3,30,-1,12
19440,-4,30,-1,12
19442,-1,38,0,17
19443,-3,30,-1,12
19444,-3,30,-1,12
19446,-3,30,-1,12
19450,-3,30,-1,12
19451,-3,30,-1,12
19453,-4,30,-1,12
19454,-3,30,-1,12
19456,-4,30,-1,12
19457,-4,30,-1,12
19460,-4,30,-1,12
19462,-3,30,-1,12
19464,-4,7,-1,1
19465,-4,18,-1,6
19468,-4,30,-1,12
19470,-4,18,-1,6
19472,-4,30,-1,12
19473,1,30,0,14
19474,-4,30,-1,12
19475,-4,30,-1,12
19477,-3,30,-1,12
19478,-2,30,-1,13
19480,-1,33,0,15
19481,-3,18,-1,7
19482,-4,30,-1,12
19484,-3,30,-1,12
19485,-3,30,-1,12
19486,-3,30,-1,12
19490,-4,30,-1,12
19492,-2,30,-1,13
19501,-4,7,-1,1
19503,-2,9,-1,3
19504,-2,9,-1,3
19505,-4,7,-1,1
19506,-4,7,-1,1
19507,0,-2,0,-1
19508,-4,7,-1,1
19510,-4,7,-1,1
19511,-4,7,-1,1
19512,-4,7,-1,1
19516,-4,7,-1,1
19518,-5,7,-2,1
19519,-5,7,-2,1
19520,-4,18,-1,6
19522,-4,7,-1,1
19523,-5,7,-2,1
19525,-4,7,-1,1
19526,-5,7,-2,1
19529,-2,9,-1,3
19530,-4,7,-1,1
19533,-4,7,-1,1
19534,-4,7,-1,1
19535,-4,7,-1,1
19536,-5,7,-2,1
19538,-2,9,-1,3
19539,-2,9,-1,3
19540,-5,7,-2,1
19541,-4,7,-1,1
19542,-4,7,-1,1
19543,-4,7,-1,1
19544,-3,-2,-1,-3
19545,-4,7,-1,1
19547,-4,7,-1,1
19548,-4,7,-1,1
19549,-5,0,-2,-3
19550,-3,-2,-1,-3
19551,-4,7,-1,1
19554,-5,7,-2,1
19555,-4,7,-1,1
19559,-3,0,-1,-2
19560,-5,7,-2,1
19562,-2,9,-1,3
19564,-4,7,-1,1
19565,-4,7,-1,1
19567,-3,-2,-1,-3
19601,-5,7,-2,1
19602,-5,7,-2,1
19603,-4,7,-1,1
19604,-5,7,-2,1
19605,-4,7,-1,1
19606,-4,7,-1,1
19607,-5,7,-2,1
19608,-4,7,-1,1
19609,-5,7,-2,1
19610,-4,7,-1,1
19611,-5,7,-2,1
19612,-5,7,-2,1
19701,2,14,1,8
19702,2,14,1,8
19703,-1,14,0,6
19706,2,14,1,8
19707,0,14,0,6
19708,5,14,2,9
19709,5,14,2,9
19710,3,34,1,17
19711,3,14,1,8
19713,2,14,1,8
19714,3,14,1,8
19715,3,14,1,8
19716,3,14,1,8
19717,3,14,1,8
19720,-1,14,0,6
19730,2,14,1,8
19731,2,14,1,8
19732,0,19,0,9
19733,3,14,1,8
19734,1,4,0,2
19735,3,19,1,10
19736,3,19,1,10
19801,-1,14,0,6
19802,-1,14,0,6
19803,0,14,0,6
19804,-1,14,0,6
19805,-1,14,0,6
19806,0,14,0,6
19807,3,19,1,10
19808,0,14,0,6
19809,0,14,0,6
19810,0,14,0,6
19850,-1,14,0,6
19880,-1,14,0,6
19899,-1,14,0,6
19901,1,4,0,2
19902,1,4,0,2
19903,1,4,0,2
19904,1,4,0,2
19905,1,4,0,2
19906,1,4,0,2
19930,4,10,1,7
19931,1,-5,0,-2
19933,0,-5,0,-2
19934,1,4,0,2
19936,1,4,0,2
19938,1,4,0,2
19939,1,-5,0,-2
19940,0,-5,0,-2
19941,0,-5,0,-2
19943,1,4,0,2
19944,4,15,1,9
19945,1,-5,0,-2
19946,0,4,0,2
19947,0,-5,0,-2
19950,1,-5,0,-2
19951,1,-5,0,-2
19952,1,4,0,2
19953,1,4,0,2
19954,1,4,0,2
19955,0,4,0,2
19956,0,-5,0,-2
19958,1,-5,0,-2
19960,0,-5,0,-2
19961,1,4,0,2
19962,1,4,0,2
19963,1,4,0,2
19964,1,4,0,2
19966,0,-5,0,-2
19967,1,-5,0,-2
19968,1,-5,0,-2
19969,1,-5,0,-2
19970,1,-5,0,-2
19971,4,-5,1,-0
19973,1,-5,0,-2
19975,1,-5,0,-2
19977,1,4,0,2
19979,1,4,0,2
19980,1,4,0,2
20001,2,23,1,12
20002,2,23,1,12
20003,2,23,1,12
20004,2,23,1,12
20005,2,23,1,12
20006,2,23,1,12
20007,6,69,2,35
20008,5,43,2,22
20009,3,23,1,12
20010,2,23,1,12
20011,2,23,1,12
20012,3,23,1,12
20013,2,23,1,12
20015,5,43,2,22
20016,6,54,2,28
20017,2,23,1,12
20018,2,23,1,12
20019,2,23,1,12
20020,2,23,1,12
20022,2,23,1,12
20023,2,23,1,12
20024,2,23,1,12
20026,2,23,1,12
20027,6,69,2,35
20029,2,23,1,12
20030,2,23,1,12
20032,2,23,1,12
20033,2,23,1,12
20035,2,23,1,12
20036,2,23,1,12
20037,2,23,1,12
20038,2,23,1,12
20039,2,23,1,12
20040,3,23,1,12
20041,6,69,2,35
20043,2,23,1,12
20044,2,23,1,12
20045,2,23,1,12
20050,2,23,1,12
20056,2,23,1,12
20088,5,43,2,22
20090,2,23,1,12
20091,2,23,1,12
20105,3,25,1,13
20106,2,-19,1,-8
20108,2,-1,1,1
20109,2,-1,1,1
20110,2,-1,1,1
20111,2,-1,1,1
20112,3,9,1,6
20113,2,-1,1,1
20115,3,-1,1,1
20116,3,-1,1,1
20117,6,40,2,22
20118,3,20,1,11
20119,2,-1,1,1
20120,3,-1,1,1
20121,2,-1,1,1
20122,3,-1,1,1
20124,3,4,1,3
20128,2,-19,1,-8
20129,1,20,0,10
20130,2,-10,1,-4
20131,2,20,1,10
20132,2,20,1,10
20134,2,20,1,10
20135,2,-10,1,-4
20136,3,-1,1,1
20137,3,-1,1,1
20138,2,-1,1,1
20139,1,-1,0,0
20140,2,-1,1,1
20141,2,20,1,10
20142,2,20,1,10
20143,3,4,1,3
20144,3,-8,1,-2
20146,2,20,1,10
20147,3,20,1,11
20148,3,25,1,13
20151,3,-1,1,1
20152,3,-1,1,1
20153,3,-1,1,1
20155,3,-1,1,1
20156,3,-1,1,1
20158,2,20,1,10
20159,2,20,1,10
20160,2,20,1,10
20163,2,20,1,10
20164,2,20,1,10
20165,3,20,1,11
20166,2,20,1,10
20167,2,20,1,10
20168,3,-1,1,1
20169,3,-1,1,1
20170,3,-1,1,1
20171,3,-1,1,1
20172,3,-1,1,1
20175,2,20,1,10
20176,2,20,1,10
20177,2,20,1,10
20178,2,20,1,10
20180,2,20,1,10
20181,5,-1,2,2
20182,5,-1,2,2
20184,5,10,2,7
20185,5,10,2,7
20186,2,-1,1,1
20187,2,-1,1,1
20188,2,-1,1,1
20189,2,20,1,10
20190,2,-1,1,1
20191,3,-1,1,1
20194,3,4,1,3
20195,2,-1,1,1
20197,5,40,2,21
20198,3,-1,1,1
20260,2,23,1,12
20374,2,23,1,12
20376,2,23,1,12
20388,2,23,1,12
20391,2,23,1,12
20398,2,23,1,12
20500,2,23,1,12
20601,2,3,1,2
20602,2,3,1,2
20603,2,3,1,2
20604,2,3,1,2
20606,1,5,0,3
20607,2,27,1,13
20608,2,6,1,4
20609,2,5,1,3
20610,2,6,1,4
20611,2,3,1,2
20612,2,6,1,4
20613,2,3,1,2
20615,2,6,1,4
20616,2,3,1,2
20617,2,3,1,2
20618,2,-20,1,-8
20619,2,5,1,3
20620,2,5,1,3
20621,2,5,1,3
20622,2,3,1,2
20623,2,16,1,8
20624,1,5,0,3
20625,1,-20,0,-9
20626,2,-20,1,-8
20627,2,5,1,3
20628,5,10,2,7
20629,3,5,1,4
20630,5,20,2,12
20632,2,3,1,2
20634,2,5,1,3
20635,2,5,1,3
20636,2,5,1,3
20637,2,3,1,2
20639,3,6,1,4
20640,2,3,1,2
20643,2,3,1,2
20645,5,-5,2,0
20646,2,3,1,2
20650,2,5,1,3
20653,2,5,1,3
20656,1,5,0,3
20657,2,5,1,3
20658,2,3,1,2
20659,2,5,1,3
20660,1,5,0,3
20661,2,3,1,2
20662,2,-14,1,-5
20664,2,3,1,2
20667,2,5,1,3
20670,2,5,1,3
20674,2,5,1,3
20675,2,3,1,2
20676,3,6,1,4
20677,3,3,1,3
20678,2,6,1,4
20680,2,5,1,3
20682,2,3,1,2
20684,2,5,1,3
20685,2,6,1,4
20686,2,5,1,3
20687,2,5,1,3
20688,2,5,1,3
20689,3,6,1,4
20690,5,20,2,12
20692,2,5,1,3
20693,2,3,1,2
20695,2,3,1,2
20701,-2,22,-1,9
20703,2,16,1,8
20704,2,16,1,8
20705,2,16,1,8
20706,2,16,1,8
20707,2,22,1,11
20708,2,22,1,11
20709,2,22,1,11
20710,2,16,1,8
20711,2,16,1,8
20712,2,23,1,12
20714,2,6,1,4
20715,2,16,1,8
20716,2,16,1,8
20717,2,16,1,8
20718,2,16,1,8
20719,2,16,1,8
20720,2,16,1,8
20721,3,16,1,9
20722,2,23,1,12
20723,2,22,1,11
20724,2,22,1,11
20725,2,22,1,11
20726,2,22,1,11
20731,2,16,1,8
20732,2,6,1,4
20733,2,18,1,9
20735,2,16,1,8
20736,3,6,1,4
20737,2,16,1,8
20738,2,16,1,8
20740,2,16,1,8
20741,2,16,1,8
20743,2,16,1,8
20744,2,27,1,13
20745,2,23,1,12
20746,2,16,1,8
20747,2,16,1,8
20748,2,16,1,8
20749,2,27,1,13
20750,2,23,1,12
20751,2,18,1,9
20752,2,16,1,8
20753,2,16,1,8
20754,3,16,1,9
20755,-2,18,-1,7
20757,2,16,1,8
20758,3,6,1,4
20759,5,42,2,22
20762,2,16,1,8
20763,-2,22,-1,9
20764,2,18,1,9
20765,3,18,1,10
20768,2,16,1,8
20769,2,16,1,8
20770,2,16,1,8
20772,2,16,1,8
20773,2,16,1,8
20774,2,16,1,8
20775,2,16,1,8
20776,3,18,1,10
20777,5,42,2,22
20778,3,18,1,10
20779,3,6,1,4
20781,2,16,1,8
20782,2,23,1,12
20783,2,23,1,12
20784,2,16,1,8
20785,2,16,1,8
20787,2,23,1,12
20788,2,23,1,12
20791,2,16,1,8
20792,2,16,1,8
20794,-2,22,-1,9
20812,6,26,2,15
20813,5,43,2,22
20814,5,24,2,14
20815,5,43,2,22
20816,6,69,2,35
20817,6,39,2,21
20818,6,26,2,15
20824,5,43,2,22
20825,5,43,2,22
20827,6,39,2,21
20830,3,19,1,10
20832,3,19,1,10
20833,5,24,2,14
20837,2,19,1,10
20838,5,28,2,16
20839,2,19,1,10
20841,5,39,2,21
20842,5,28,2,16
20847,3,19,1,10
20848,2,19,1,10
20849,3,19,1,10
20850,3,19,1,10
20851,2,19,1,10
20852,3,19,1,10
20853,2,19,1,10
20854,6,39,2,21
20855,3,19,1,10
20859,6,39,2,21
20860,2,19,1,10
20861,5,24,2,14
20862,5,42,2,22
20866,2,22,1,11
20868,3,22,1,12
20871,2,8,1,5
20872,2,19,1,10
20874,1,19,0,9
20875,1,19,0,9
20876,2,19,1,10
20877,2,19,1,10
20878,3,19,1,10
20879,2,19,1,10
20880,3,19,1,10
20882,5,24,2,14
20883,2,19,1,10
20884,2,19,1,10
20885,3,19,1,10
20886,2,19,1,10
20891,3,19,1,10
20895,3,19,1,10
20896,5,39,2,21
20898,2,19,1,10
20901,2,19,1,10
20902,2,19,1,10
20903,2,23,1,12
20904,2,19,1,10
20905,3,19,1,10
20906,2,19,1,10
20907,2,23,1,12
20908,2,19,1,10
20910,2,23,1,12
20911,2,23,1,12
20912,2,23,1,12
20913,2,23,1,12
20914,2,19,1,10
20915,2,19,1,10
20916,2,19,1,10
20918,2,19,1,10
21001,2,2,1,2
21005,1,2,0,1
21009,-2,2,-1,-0
21010,-2,2,-1,-0
21012,2,18,1,9
21013,1,7,0,4
21014,-2,2,-1,-0
21015,-2,2,-1,-0
21017,-2,2,-1,-0
21018,-2,2,-1,-0
21020,-2,0,-1,-1
21022,-2,16,-1,6
21023,-2,16,-1,6
21027,-2,16,-1,6
21028,-2,2,-1,-0
21029,1,42,0,20
21030,-2,16,-1,6
21031,-2,16,-1,6
21032,3,18,1,10
21034,2,2,1,2
21035,5,38,2,20
21036,1,42,0,20
21037,2,18,1,9
21040,-2,2,-1,-0
21041,1,27,0,13
21042,1,27,0,13
21043,1,27,0,13
21044,-2,22,-1,9
21045,-2,22,-1,9
21046,-2,22,-1,9
21047,-2,2,-1,-0
21048,-2,0,-1,-1
21050,-2,2,-1,-0
21051,-2,2,-1,-0
21052,-2,15,-1,6
21053,-1,26,0,11
21054,2,18,1,9
21056,5,38,2,20
21057,1,16,0,8
21060,-2,18,-1,7
21061,-2,18,-1,7
21071,1,5,0,3
21074,-2,0,-1,-1
21075,-2,22,-1,9
21076,-2,22,-1,9
21077,-2,18,-1,7
21078,2,2,1,2
21082,-2,2,-1,-0
21084,-2,2,-1,-0
21085,-2,2,-1,-0
21087,-2,2,-1,-0
21088,-3,11,-1,3
21090,-2,15,-1,6
21092,1,16,0,8
21093,-2,16,-1,6
21094,-2,16,-1,6
21102,-1,26,0,11
21104,-2,22,-1,9
21105,-4,11,-1,3
21106,2,18,1,9
21108,3,18,1,10
21111,1,36,0,17
21113,2,18,1,9
21114,2,18,1,9
21117,-2,16,-1,6
21120,-1,26,0,11
21122,2,18,1,9
21123,2,18,1,9
21128,-2,16,-1,6
21130,-2,2,-1,-0
21131,1,36,0,17
21132,-1,17,0,7
21133,-2,16,-1,6
21136,-2,0,-1,-1
21139,-2,16,-1,6
21140,3,18,1,10
21144,-2,18,-1,7
21146,3,18,1,10
21150,-2,22,-1,9
21152,-2,16,-1,6
21153,-2,16,-1,6
21154,1,17,0,8
21155,-2,0,-1,-1
21156,-2,2,-1,-0
21157,2,0,1,1
21158,1,0,0,1
21160,-2,2,-1,-0
21161,-1,17,0,7
21162,-2,16,-1,6
21163,-2,22,-1,9
21201,-2,15,-1,6
21202,-3,15,-1,5
21203,-3,15,-1,5
21204,-2,16,-1,6
21205,-3,15,-1,5
21206,-2,16,-1,6
21207,-2,15,-1,6
21208,-2,16,-1,6
21209,-2,16,-1,6
21210,-2,16,-1,6
21211,-3,15,-1,5
21212,-2,16,-1,6
21213,-3,15,-1,5
21214,-2,16,-1,6
21215,-3,16,-1,6
21216,-3,15,-1,5
21217,-3,15,-1,5
21218,-2,15,-1,6
21219,-2,15,-1,6
21220,-2,16,-1,6
21221,-2,15,-1,6
21222,-2,15,-1,6
21223,-3,15,-1,5
21224,-3,15,-1,5
21225,-2,15,-1,6
21226,-2,15,-1,6
21227,-2,15,-1,6
21228,-2,16,-1,6
21229,-3,15,-1,5
21230,-2,15,-1,6
21231,-2,15,-1,6
21233,-3,15,-1,5
21234,-2,16,-1,6
21236,-2,16,-1,6
21237,-2,15,-1,6
21239,-2,16,-1,6
21240,-2,18,-1,7
21244,-3,16,-1,6
21270,-3,16,-1,6
21281,-3,15,-1,5
21282,-2,16,-1,6
21284,-2,16,-1,6
21285,-2,16,-1,6
21286,-2,16,-1,6
21297,-3,15,-1,5
21401,3,18,1,10
21402,5,23,2,13
21403,3,18,1,10
21404,3,18,1,10
21405,5,23,2,13
21409,5,23,2,13
21501,-4,3,-1,-1
21502,-4,3,-1,-1
21503,-4,3,-1,-1
21504,-4,3,-1,-1
21505,-4,3,-1,-1
21520,-3,-18,-1,-10
21521,-4,3,-1,-1
21522,-4,-18,-1,-10
21523,-4,-18,-1,-10
21524,-3,3,-1,-0
21528,-4,3,-1,-1
21529,-4,3,-1,-1
21530,-4,3,-1,-1
21531,-4,-18,-1,-10
21532,-4,3,-1,-1
21536,-3,-18,-1,-10
21538,-4,-18,-1,-10
21539,-4,3,-1,-1
21540,-4,-18,-1,-10
21541,-1,-3,0,-2
21542,-4,3,-1,-1
21543,-3,3,-1,-0
21545,-4,3,-1,-1
21550,-3,-18,-1,-10
21555,-4,3,-1,-1
21556,-4,3,-1,-1
21557,-3,3,-1,-0
21560,-4,3,-1,-1
21561,-3,-18,-1,-10
21562,-4,-18,-1,-10
21601,2,-9,1,-3
21607,1,-12,0,-5
21609,2,-9,1,-3
21610,2,-12,1,-4
21612,2,-9,1,-3
21613,2,-20,1,-8
21617,2,-9,1,-3
21619,2,-9,1,-3
21620,2,-12,1,-4
21622,2,-20,1,-8
